,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Max Temp (C),Avg Min Temp (C),Class
0,0.71,146151.1,924.63,17.34763158,4.49754386,0
19,0.5,366100.83,2151.68,12.92289585,1.780211685,0
47,0.53,285497.24,1966.28,16.88673034,4.743483146,0
48,0.5,285497.24,1966.28,16.88673034,4.743483146,0
78,0.83,370757.16,1876.98,15.33130584,1.986993127,0
100,0.89,272117.2,1539.15,14.09200935,2.00963785,0
101,0.86,272117.2,1539.15,14.09200935,2.00963785,0
102,0.9,272117.2,1539.15,14.09200935,2.00963785,0
0,0.7231310401341416,332088.8348515176,1562.8182386577807,14.449803948862227,3.314010015451635,0
1,0.6969561664901943,264235.45792669733,1914.8872452341889,14.410919369760107,3.117268890717264,0
2,0.6170539557221607,249605.00110404653,1939.4941654898582,14.267139599495863,2.019666006951563,0
3,0.7442381799238393,320085.27889643697,1480.580124767107,15.322621536340973,2.9271169418197642,0
4,0.5969081628559387,321919.3135622303,1436.7618531732483,15.926797012767498,2.4835494024951434,0
5,0.7775943688797633,260476.69615649822,1772.6728712980932,14.198259141595338,3.2276476419518714,0
6,0.6918250477820344,236168.73192080134,1739.8293295515332,14.691754828503937,3.55342473223938,0
7,0.6087583047452154,252754.0049027287,1935.1001129945453,14.795595186953927,2.2801457841530883,0
8,0.6071385183782542,286508.1510220607,1893.5711922668631,15.5614307753988,2.7646537473866797,0
9,0.8406972640450416,264923.60655851336,1655.3696930893336,14.718107234850505,2.143229080953133,0
10,0.6713243986797629,249712.3773745344,1482.5788470694606,15.88813601604746,3.9069200021924795,0
11,0.8202121170636069,272416.90914357116,1739.491718662699,15.25309805058757,2.5742735379616306,0
12,0.7410849885961266,320580.5230616029,1748.8170936075558,14.506064130883056,3.0617666608983276,0
13,0.5964886477383452,275621.777494513,1589.1440074624686,14.60579439888833,2.3257075322016907,0
14,0.7135517516625826,305303.06380366604,1731.1818325136805,15.070126196652371,3.3975897512775504,0
15,0.6156880668825042,272171.31900160044,1914.8478977725088,16.364002038682333,2.6736291214112264,0
16,0.6685554970173017,327565.4837758668,1844.4678344327854,15.803861907053752,2.900758458649622,0
17,0.8382215323929257,246861.75667762576,1534.4422815407156,15.053226804257436,3.248833713417466,0
18,0.6898960025226436,303420.2167744064,1892.083884406411,14.894740901386072,3.706765884755731,0
19,0.6901916363292939,273483.68121067295,1912.114871256094,14.752084184528577,3.247662473394201,0
20,0.6487076719386258,247517.11334555823,1761.7266521342372,15.432715196746573,2.6026542511181754,0
21,0.83403323995856,321369.7239287562,1936.4117398624699,16.324638885244532,3.6417672359301223,0
22,0.7014639918014524,278158.6810084418,1465.9837799775858,14.884742683340642,3.032889625616839,0
23,0.8188063164213714,312886.7693822213,1587.390489936538,15.43751602159287,2.135148626056694,0
24,0.6641502775171263,288691.782009078,1486.379033045747,14.446284872079888,3.803984928247398,0
25,0.6441354409117273,293813.3943816497,1675.9998006484725,14.102098831258312,2.3460338981071636,0
26,0.8288679868629322,273288.4150473091,1543.166717107917,14.193085268472549,3.056981845516763,0
27,0.5945664541470721,243245.45968916712,1940.2490371022259,16.269388104899086,3.4102183400811215,0
28,0.7370957276850876,247451.77965509467,1575.7800016087756,15.258511053908014,3.0683961361750054,0
29,0.795112491446992,330315.9051178622,1938.5145004775827,14.597752948340757,2.1809171160498475,0
30,0.6623989575511903,313866.1092817935,1911.8435948457247,16.00581827179201,3.7179344095392945,0
31,0.8184022493777406,317939.85183769825,1853.3565610328685,15.517225586872165,3.6312402549663236,0
32,0.7590627368161076,309778.5516319437,1446.3202085519883,16.242807747078512,2.99141798282678,0
33,0.7802634131275228,301822.4353018812,1687.3734221393797,15.82235858951049,3.406778943657129,0
34,0.698347049449045,299505.07340949593,1461.2516653592552,15.809055210676771,3.796059761300339,0
35,0.6549576511774652,286141.1644239135,1743.6245388782104,16.036896953334118,2.696240995030104,0
36,0.6252348538550684,307008.8474044061,1639.2477982288683,15.810330168409848,3.331182340966864,0
37,0.6640858771785225,324219.54222775565,1834.78446023642,14.745325498635019,3.5478176890063358,0
38,0.6143965067352367,277602.5963250143,1910.0542140679597,15.417136953220066,3.647487521712529,0
39,0.6340338507949086,323822.1560794527,1497.9142811096824,15.956993006877282,2.224146896804036,0
40,0.7283523734190692,291166.4753404687,1683.0257747463277,14.208905805526388,3.714583621810612,0
41,0.7055322849831376,307168.1666840064,1506.4400952848296,16.283682040521928,3.9138449112418146,0
42,0.627032338240284,306674.68097302114,1630.5515974791776,15.448197913516529,2.5162682215101246,0
43,0.8312521585504398,267093.32451303664,1795.5846041537568,15.669188873664524,3.1599076603200658,0
44,0.8176448783597727,298170.09224751615,1903.1665166400037,14.808356717091314,3.0286927317965384,0
45,0.8224821755249343,251395.80771757336,1521.3629553018486,15.773557207752946,2.2290129476883584,0
46,0.7169334727169852,236400.83544776306,1731.2991403878073,16.02015105724749,2.0107105413894955,0
47,0.7702021663420178,252119.17381681115,1575.22194330127,15.88449845699379,3.1246846676097704,0
48,0.7340937719785228,294981.9336411682,1711.0767142319592,15.42264182933936,3.3040462986796744,0
49,0.6184447585486883,301337.09632555564,1499.9358773219374,14.719502328339827,3.923922843254895,0
50,0.6286238518270115,304673.90603974543,1480.9708635645707,14.5558085233844,3.1809058297281285,0
51,0.7822741615003733,245463.3594392521,1896.4308762313465,15.587250278252661,2.877754166198672,0
52,0.8139529963481411,322714.4350375883,1671.248452912967,16.212766885217807,2.584497139116246,0
53,0.6241419304170381,244669.20286916243,1558.9612615957146,14.72023193255769,2.581964445038573,0
54,0.6117990102345774,271239.7154484346,1688.5749034319292,15.39899283212559,2.7430824547478982,0
55,0.6196227284464358,237768.22588659846,1854.905451172795,15.586983998045344,2.2648996525765757,0
56,0.6497174083438579,273045.2877237646,1924.4260778790199,14.26428183308222,2.7200052823468694,0
57,0.800630855622721,274178.9808248321,1752.0747551611425,15.418167247193805,3.117306987795025,0
58,0.6505304192639265,323066.76620114443,1582.713618175266,15.491312600712563,3.6059172610018067,0
59,0.6428451456304047,295308.22942965955,1480.591014398218,15.294613108775911,3.734683106050932,0
