,Unnamed: 0,State,City,Date Sown,Variety,Date of Cut,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class,Avg of AAYPVPP,STD AAYPVP,Num STDs,Avg Yield of Varieties Per Cut,Annual Avg Yield,Avg Annual Yield Per Variety Per Plant
0,175,South Dakota,Beresford,4/25/1997,Vernal,10/1/1999,0.66,285324.07,2064.5,4.655309264,16.93262028,1,0.899910256,0.432750437,0.995793699,0.705806452,1.447949827,1.375590999
1,803,South Dakota,Watertown,4/3/1999,Garst 6420,8/6/2001,0.85,281084.78,1520.5,1.965847295,13.70289421,1,0.899910256,0.432750437,1.110828783,,1.468765052,1.325533915
2,768,South Dakota,Watertown,5/22/1996,WL 325HQ,8/16/1999,0.87,367113.41,1981.03,1.889745451,13.73001375,1,0.899910256,0.432750437,1.59271568,0.7638836,1.468550081,1.359465584
3,792,South Dakota,Highmore,5/5/1998,Vernal,7/12/2001,0.86,370757.16,1923.26,2.01354256,14.98456395,1,0.899910256,0.432750437,0.89132281,,1.468755752,1.357927835
4,209,South Dakota,Watertown,5/22/1996,WL 324,8/16/1999,0.83,364909.59,2056.36,1.866268009,13.41549613,1,0.899910256,0.432750437,1.720350119,0.765558644,1.447969443,1.628498722
5,723,South Dakota,Beresford,4/25/1997,Vernal,9/25/2001,0.72,287721.26,1960.52,4.743483146,17.01273471,1,0.899910256,0.432750437,1.524040361,0.761418813,1.468742865,1.43340106
6,150,South Dakota,Beresford,4/25/1997,Vernal,10/1/1999,0.81,283162.83,2004.41,4.743483146,17.09967662,1,0.899910256,0.432750437,0.925125655,0.705806452,1.448036539,1.328786286
7,204,South Dakota,Watertown,5/5/1998,WL 324,8/16/1999,0.75,166234.06,1085.84,4.64235272,16.89004669,1,0.899910256,0.432750437,1.094936219,0.763447299,1.447891584,1.431297418
8,807,South Dakota,Watertown,4/3/1999,Vernal,8/6/2001,0.84,369684.67,1998.14,1.97740628,14.1370563,1,0.899910256,0.432750437,0.989910618,,1.468762525,1.314973738
9,134,South Dakota,Beresford,4/25/1997,WL 325HQ,10/1/1999,0.74,172755.29,1962.33,4.705492074,17.03127211,1,0.899910256,0.432750437,1.679411498,0.762179561,1.447891584,1.362575204
10,171,South Dakota,Beresford,5/5/1998,WL 325HQ,10/1/1999,0.85,155269.43,1055.17,4.644661711,16.99002429,1,0.899910256,0.432750437,1.06093698,0.762856332,1.447891584,1.373374123
11,735,South Dakota,Highmore,5/5/1998,Goldrush 747,9/25/2001,0.93,169494.0,1061.54,1.955491041,14.34586888,2,0.899910256,0.432750437,1.680763135,,1.468565485,1.636671261
12,197,South Dakota,Watertown,5/22/1996,Vernal,8/16/1999,0.63,279291.49,2000.94,1.936190212,13.73846926,1,0.899910256,0.432750437,1.051090702,0.764719824,1.448002477,1.362552357
13,750,South Dakota,Beresford,4/28/2000,Vernal,9/25/2001,0.88,282401.64,2009.21,4.740099684,17.04428661,1,0.899910256,0.432750437,1.431500135,,1.468713401,1.422322444
14,779,South Dakota,Beresford,4/28/2000,Vernal,9/25/2001,0.81,161895.61,1074.28,4.715261442,17.16060145,1,0.899910256,0.432750437,0.992093414,,1.468682625,1.380515415
15,201,South Dakota,Watertown,5/22/1996,ICI 631,8/16/1999,0.77,370757.16,2092.54,1.84729178,13.52435658,1,0.899910256,0.432750437,1.646163441,0.765156157,1.447891584,1.566185175
16,758,South Dakota,Watertown,4/3/1999,Vernal,8/6/2001,0.84,274940.9,1545.26,2.016515982,13.95924798,1,0.899910256,0.432750437,1.001784234,,1.46875969,1.371049178
17,169,South Dakota,Beresford,4/25/1997,WL 325HQ,10/1/1999,0.69,282490.46,2020.55,4.664661785,16.83342401,1,0.899910256,0.432750437,1.178639524,0.707913367,1.44803159,1.457650349
18,756,South Dakota,Highmore,5/5/1998,Vernal,7/12/2001,0.89,370757.16,1970.67,2.015534583,14.25118262,1,0.899910256,0.432750437,1.015126194,,1.468765052,1.333596551
19,779,South Dakota,Watertown,4/3/1999,Vernal,8/6/2001,0.84,370757.16,2018.83,1.913802998,13.60349111,1,0.899910256,0.432750437,1.269891359,,1.468654245,1.238414885
20,200,South Dakota,Watertown,5/22/1996,WL 324,8/16/1999,0.77,162664.56,1070.53,4.565805476,16.99117654,1,0.899910256,0.432750437,1.854169853,0.764917529,1.447891584,1.501828288
21,746,South Dakota,Highmore,4/3/1999,Vernal,8/6/2001,0.88,280494.6,1530.93,2.009271458,14.00768664,1,0.899910256,0.432750437,0.891422602,,1.468698679,1.33200974
22,795,South Dakota,Watertown,4/3/1999,Vernal,8/6/2001,0.74,275802.17,2019.15,2.012112593,13.94420385,1,0.899910256,0.432750437,1.155409716,,1.468676099,1.345197469
23,748,South Dakota,Highmore,5/5/1998,Goldrush 747,7/12/2001,0.98,370757.16,1891.11,1.990186576,15.14197088,2,0.899910256,0.432750437,1.636365113,,1.468765052,1.538835398
24,193,South Dakota,Beresford,4/25/1997,ICI 631,10/1/1999,0.75,280563.77,2000.21,4.707877975,17.02526301,1,0.899910256,0.432750437,1.094265913,0.707308709,1.447891584,1.446586157
25,143,South Dakota,Beresford,4/25/1997,Vernal,10/1/1999,0.77,288191.39,1973.48,4.718089174,17.02060702,1,0.899910256,0.432750437,1.310402913,0.705806452,1.448020262,1.359913676
