,Unnamed: 0,State,City,Date Sown,Variety,Date of Cut,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class,Avg of AAYPVPP,STD AAYPVP,Num STDs,Avg Yield of Varieties Per Cut,Annual Avg Yield,Avg Annual Yield Per Variety Per Plant
0,188,South Dakota,Beresford,4/25/1997,TMF Multiplier II,10/1/1999,0.91,277336.9,2024.54,4.626933997,16.95265522,1,0.899910256,0.432750437,0.987383954,0.708303514,1.447891584,1.427819215
1,778,South Dakota,Watertown,4/3/1999,Vernal,8/6/2001,0.93,277729.75,2009.56,2.000276002,13.81980921,1,0.899910256,0.432750437,0.908398494,,1.468575292,1.316195501
2,182,South Dakota,Beresford,4/25/1997,Vernal,10/1/1999,0.95,284778.96,1947.87,4.736135247,16.97136174,1,0.899910256,0.432750437,1.275086273,0.705806452,1.44796645,1.432888242
3,156,South Dakota,Beresford,4/25/1997,Vernal,10/1/1999,0.73,280916.36,1934.56,4.707466747,17.08044613,1,0.899910256,0.432750437,1.12619963,0.762091312,1.448084842,1.351202737
4,739,South Dakota,Beresford,4/28/2000,WL 324,9/25/2001,0.9,170692.29,1084.29,4.700487459,17.01542897,2,0.899910256,0.432750437,1.968370321,,1.468620424,1.684714703
5,185,South Dakota,Beresford,4/25/1997,Vernal,10/1/1999,0.8,369992.8,2020.56,1.959509455,16.93460697,1,0.899910256,0.432750437,0.990261823,0.763519192,1.448098538,1.381508438
6,769,South Dakota,Highmore,5/5/1998,Vernal,7/12/2001,0.8,370757.16,1948.62,1.951598597,13.69112182,1,0.899910256,0.432750437,1.16140877,,1.468716026,1.308186778
7,774,South Dakota,Highmore,5/5/1998,Vernal,8/6/2001,0.98,281119.39,2012.82,1.946695353,13.93008601,1,0.899910256,0.432750437,1.112988088,,1.468672323,1.334802113
8,789,South Dakota,Watertown,4/3/1999,Vernal,8/6/2001,0.72,363577.4,1509.06,1.995401209,14.07386765,1,0.899910256,0.432750437,1.083998526,,1.468765052,1.338728785
9,154,South Dakota,Watertown,5/22/1996,Vernal,8/16/1999,0.82,279397.66,2001.37,1.968118455,13.46166399,1,0.899910256,0.432750437,1.273810647,0.764386999,1.448035091,1.391814546
10,757,South Dakota,Beresford,4/28/2000,Vernal,9/25/2001,0.91,368711.33,1960.21,4.71877561,17.06476162,2,0.899910256,0.432750437,1.687726317,,1.468686625,1.716097971
