index,yield,radiation,rain,avg_min_temp,avg_max_temp
1,2.124193548,237920.06,1566.72,3.256238532,15.27348624
2,1.308709677,252511,1839.35,3.821579602,15.80236318
3,1.751935484,264060.84,1909.05,4.307142857,16.2907443
4,0.705806452,285497.24,1966.28,4.743483146,16.88673034
5,1.258709677,353675.05,2161.05,3.123339254,15.75022202
6,1.141290323,368592.85,2298.69,3.430704467,16.07037801
7,1.479032258,378364.79,2362.68,3.738790932,16.35102435
8,0.584193548,390791.26,2451.11,4.072745098,16.68990196
9,1.7712,126696.15,853.02,1.696792929,13.91760101
10,2.5664,143767.6,950.08,2.944943052,15.24603645
11,0.974,152893.15,1063.42,3.927038627,16.12427039
12,0.9272,170701.59,1159.48,4.738718447,16.96141748
13,3.982307692,354427.74,2166.76,2.118117229,14.88994671
14,1.683846154,367987.94,2320.26,2.460577089,15.23031008
15,1.619230769,379100.41,2403.34,2.784011775,15.55472666
16,0.61,391460.5,2439.24,3.13047502,15.9217199
17,2.473333333,126350.46,899.54,2.37478481,15.24318987
18,1.9624,139549.54,1029.27,3.117523364,15.97182243
19,1.0588,153024.73,1105.11,4.066695464,16.85775378
20,0.858,170604.73,1286.11,4.871311155,17.73027397
21,1.936666667,236724.38,1693.89,3.171099338,15.62235762
22,1.69,248953.26,1770.14,3.644523507,16.08387548
23,0.545333333,263706.83,1779.96,4.1956691,16.695
24,0.572666667,277368.19,1979.82,4.764537037,17.21226852
25,3.884,360208.29,2598.8,2.781462347,15.17169877
26,2.465333333,372333.99,2651.18,3.080170794,15.50437233
27,1.040666667,381807.61,2772.54,3.406535893,15.80889816
28,0.418,401118.77,2845.63,3.72634984,16.19904952
