,Unnamed: 0,State,City,Date Sown,Variety,Date of Cut,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class,Avg of AAYPVPP,STD AAYPVP,Num STDs,Avg Yield of Varieties Per Cut,Annual Avg Yield,Avg Annual Yield Per Variety Per Plant
0,236,South Dakota,Watertown,5/5/1998,Depend +Ev,10/1/1999,0.71,146151.1,1824.01,4.743483146,12.92289585,2,0.899910256,0.432750437,0.999952751,0.725930274,1.447891584,1.493401341
1,191,South Dakota,Highmore,5/22/1996,DK 142,8/16/1999,0.84,146151.1,1075.44,4.743483146,17.34763158,1,0.899910256,0.432750437,1.208968546,0.741277491,1.447891584,1.558879815
2,107,South Dakota,Watertown,5/22/1996,Rainier,10/1/1999,0.96,225592.02,2151.68,4.743483146,13.99059627,1,0.899910256,0.432750437,1.80576635,0.79282786,1.447891584,1.72
3,178,South Dakota,Beresford,4/25/1997,TMF Multiplier II,8/16/1999,0.54,366100.83,1830.68,1.780211685,17.34763158,2,0.899910256,0.432750437,1.332750762,0.789764734,1.447891584,1.72
4,195,South Dakota,Watertown,5/5/1998,SDFB,10/1/1999,0.74,305356.66,1931.21,2.045638397,12.92289585,2,0.899910256,0.432750437,0.674182358,0.784742163,1.447891584,1.19
5,112,South Dakota,Watertown,5/22/1996,Spartan,8/16/1999,0.57,266094.66,2072.3,2.179497025,17.34763158,1,0.899910256,0.432750437,1.567991235,0.727758825,1.447891584,1.589964538
6,132,South Dakota,Highmore,5/22/1996,Depend +Ev,8/3/1999,0.71,299189.26,924.63,4.743483146,17.34763158,2,0.899910256,0.432750437,1.035604085,0.735125987,1.447891584,1.257998612
7,214,South Dakota,Highmore,5/22/1996,Pioneer Brand 5454,8/3/1999,0.96,196591.1,1209.88,1.780211685,13.92676994,1,0.899910256,0.432750437,1.801925076,0.71558177,1.447891584,1.462427163
8,256,South Dakota,Watertown,5/22/1996,Pioneer Brand 5454,10/1/1999,0.55,366100.83,1931.94,1.958583641,17.34763158,1,0.899910256,0.432750437,1.181055262,0.752174593,1.447891584,1.72
9,265,South Dakota,Watertown,5/22/1996,Columbia 2000,8/3/1999,0.88,348273.39,2151.68,4.743483146,17.33661507,2,0.899910256,0.432750437,1.107411519,0.806842105,1.447891584,1.5747273
10,236,South Dakota,Watertown,5/5/1998,Spur,10/1/1999,0.83,181431.79,1908.07,4.743483146,17.34763158,1,0.899910256,0.432750437,1.03686141,0.806842105,1.447891584,1.249512169
11,94,South Dakota,Watertown,5/22/1996,ICI 631,8/16/1999,0.94,349191.65,1857.2,4.743483146,13.34072411,2,0.899910256,0.432750437,1.677775392,0.729785136,1.447891584,1.419378826
12,102,South Dakota,Beresford,5/5/1998,Pioneer Brand 5312,8/16/1999,0.89,366100.83,1775.53,1.780211685,16.932688,2,0.899910256,0.432750437,1.795288294,0.731095891,1.447891584,1.483197303
13,148,South Dakota,Beresford,4/25/1997,CW 5305,8/3/1999,0.6,323460.04,2103.35,1.780211685,13.15219474,1,0.899910256,0.432750437,1.423792475,0.77646694,1.447891584,1.509232035
14,94,South Dakota,Watertown,5/22/1996,CW 72008,8/16/1999,0.94,146151.1,2049.9,2.327085601,12.92289585,1,0.899910256,0.432750437,1.242388029,0.794062298,1.447891584,1.340920071
15,99,South Dakota,Beresford,4/25/1997,WL 324,8/16/1999,0.5,343296.48,1789.47,1.780211685,17.34763158,2,0.899910256,0.432750437,1.064900873,0.799020593,1.447891584,1.558776244
16,233,South Dakota,Watertown,4/25/1997,A-395,10/1/1999,0.64,256161.63,1891.19,3.87339798,17.34763158,2,0.899910256,0.432750437,0.872912708,0.722149843,1.447891584,1.514327684
17,265,South Dakota,Watertown,4/25/1997,ICI 620,8/3/1999,0.65,146151.1,1368.96,1.841777054,17.34763158,1,0.899910256,0.432750437,1.230349728,0.72972484,1.447891584,1.688289991
18,94,South Dakota,Highmore,4/25/1997,Viking I,8/16/1999,0.85,259756.38,1910.37,3.934810079,12.92289585,1,0.899910256,0.432750437,0.711146932,0.781960656,1.447891584,1.511375882
19,129,South Dakota,Watertown,4/25/1997,MagnumV,8/16/1999,0.85,291749.75,1765.63,1.780211685,16.09045028,2,0.899910256,0.432750437,1.895063928,0.786441261,1.447891584,1.242877577
20,265,South Dakota,Watertown,5/22/1996,Spur,8/3/1999,0.83,146151.1,2122.81,1.780211685,17.10802508,1,0.899910256,0.432750437,0.977437097,0.705806452,1.447891584,1.72
21,265,South Dakota,Watertown,4/25/1997,ABT 205,8/16/1999,0.78,146151.1,2044.19,3.936914523,17.34763158,1,0.899910256,0.432750437,0.670339574,0.705806452,1.447891584,1.19
22,247,South Dakota,Beresford,5/22/1996,Saranac AR,8/16/1999,0.77,341364.34,2151.68,1.780211685,17.34763158,2,0.899910256,0.432750437,0.819343502,0.757296888,1.447891584,1.437983679
23,182,South Dakota,Highmore,5/22/1996,Vernal,10/1/1999,0.86,253563.05,1821.1,1.780211685,14.88709998,1,0.899910256,0.432750437,0.839370663,0.708642815,1.447891584,1.315280419
24,175,South Dakota,Watertown,5/5/1998,HayGrazer,8/16/1999,0.58,366100.83,2151.68,4.743483146,17.34763158,1,0.899910256,0.432750437,1.53710315,0.721679943,1.447891584,1.430657574
25,119,South Dakota,Watertown,5/22/1996,ICI 620,8/3/1999,0.75,264218.01,1850.06,4.180585864,13.99592645,1,0.899910256,0.432750437,1.448527604,0.705806452,1.447891584,1.592766688
26,201,South Dakota,Watertown,4/25/1997,Rainier,8/16/1999,0.83,357279.52,2151.68,1.780211685,13.87266057,1,0.899910256,0.432750437,1.19496226,0.778515468,1.447891584,1.525530282
27,237,South Dakota,Watertown,5/22/1996,SDFB,8/16/1999,0.83,254278.81,1822.02,1.780211685,12.92289585,2,0.899910256,0.432750437,1.044521801,0.789504699,1.447891584,1.459147121
28,125,South Dakota,Highmore,5/22/1996,CW 5347,8/16/1999,0.62,356193.74,1918.19,1.780211685,16.65361765,1,0.899910256,0.432750437,1.061533053,0.723902037,1.447891584,1.578545923
29,238,South Dakota,Watertown,5/5/1998,DK140,8/16/1999,0.86,146151.1,2151.68,3.965891726,17.34763158,1,0.899910256,0.432750437,1.310439232,0.797890519,1.447891584,1.263556909
30,213,South Dakota,Highmore,5/5/1998,CW 72008,8/3/1999,0.82,146151.1,1049.74,4.284762766,17.15476623,1,0.899910256,0.432750437,1.165246213,0.7554154,1.447891584,1.718581911
31,256,South Dakota,Highmore,5/22/1996,Ciba 2444,8/3/1999,0.91,219632.73,2151.68,3.80221306,12.92289585,1,0.899910256,0.432750437,1.352517102,0.806842105,1.447891584,1.72
32,115,South Dakota,Highmore,4/25/1997,Vernal,8/16/1999,0.82,150204.54,2151.68,3.74256959,17.34763158,1,0.899910256,0.432750437,0.670339574,0.806842105,1.447891584,1.72
33,141,South Dakota,Highmore,5/22/1996,CW 2227,10/1/1999,0.86,278251.73,2029.19,1.780211685,12.92289585,1,0.899910256,0.432750437,1.642064159,0.806842105,1.447891584,1.496974191
34,223,South Dakota,Watertown,5/5/1998,Spartan,8/16/1999,0.91,293253.92,1826.15,1.780211685,14.90149273,1,0.899910256,0.432750437,1.044157846,0.786523088,1.447891584,1.23681102
35,260,South Dakota,Beresford,5/22/1996,Bounty,10/1/1999,0.78,350006.63,1832.52,4.045028433,13.68978944,1,0.899910256,0.432750437,0.905030867,0.772982067,1.447891584,1.578260724
