,Total Radiation (W/m^2),Total Rainfall (mm),Avg Max Temp (C),Avg Min Temp (C),Class
0,146151.1,924.63,17.34763158,4.49754386,0
19,366100.83,2151.68,12.92289585,1.780211685,0
47,285497.24,1966.28,16.88673034,4.743483146,0
48,285497.24,1966.28,16.88673034,4.743483146,0
78,370757.16,1876.98,15.33130584,1.986993127,0
100,272117.2,1539.15,14.09200935,2.00963785,0
101,272117.2,1539.15,14.09200935,2.00963785,0
102,272117.2,1539.15,14.09200935,2.00963785,0
0,272374.13533712446,1621.3346220439723,16.196031364868954,2.14031778898361,0
1,318430.9330450713,1865.0848138960778,16.082718461245076,3.024670335743065,0
2,319355.86435419193,1480.624594801033,15.070310942385934,2.9732956493767024,0
3,264208.5265059636,1883.2858561057997,14.578518505439481,3.5120093768552216,0
4,252989.8890494086,1824.024377752452,15.449400603136647,3.2756962381994805,0
5,323462.3180070049,1464.7392040509242,14.79070664090671,3.306902061052485,0
6,289758.7337135753,1593.0105656619883,14.998174004498226,3.1513491812295333,0
7,320971.25367031334,1795.8005155968162,15.197159983848737,2.584666444502807,0
8,318482.1373644172,1642.1843876513176,15.289661461604233,3.06480036879954,0
9,253739.45657456445,1694.4570098584395,15.006819360517067,3.754474580751997,0
10,255040.2531161644,1566.9204193956496,15.131408665868483,3.574055406125443,0
11,300991.0562247761,1652.864010307616,15.915961993672457,3.2898500143781204,0
12,314104.86189139093,1676.6108662560312,15.79916322882595,3.77918798075845,0
13,324444.10984705866,1860.7034506263744,15.186943971260785,3.7777580346427992,0
14,320387.4114553051,1630.910410728954,14.761224637867011,3.2484905082022912,0
15,321233.63628780923,1666.9137476260116,15.006705082713609,2.448175046287469,0
16,321254.11338350625,1618.5021834601002,14.77386614241447,2.363343827782067,0
17,246382.17829306296,1667.9150091531055,14.244679697685042,3.570130920151521,0
18,316740.6922287232,1538.041175137915,14.223460361233489,3.1485597242162013,0
19,305676.1781814231,1587.2824753079178,16.079428312891178,2.723446912509087,0
20,244957.26178320858,1712.5069483916536,14.5463792825317,2.2748425375759327,0
21,276401.60772581043,1609.7981302933933,15.778575182322697,3.068707566117016,0
22,270462.38468126353,1833.5544009953308,14.763477279027109,2.3542620604136695,0
23,254568.00794513454,1906.8258019458654,14.801533673907276,3.8098562118233,0
24,320279.10339741735,1476.4358976464803,14.31033760833564,3.6121552092140146,0
25,289109.15104483115,1675.1795092596853,14.277916385312757,2.6530128327489866,0
26,272692.50694909086,1701.4642793268638,15.20878396510772,3.338395426145783,0
27,253528.89631630582,1597.804188124122,15.590968445359895,3.4039772933126455,0
28,293825.7223395756,1714.4502688990967,15.732073121890528,3.4247807654984466,0
