,Total Radiation (W/m^2),Total Rainfall (mm),Avg Max Temp (C),Avg Min Temp (C),Class
0,146151.1,924.63,17.34763158,4.49754386,0
19,366100.83,2151.68,12.92289585,1.780211685,0
47,285497.24,1966.28,16.88673034,4.743483146,0
48,285497.24,1966.28,16.88673034,4.743483146,0
78,370757.16,1876.98,15.33130584,1.986993127,0
100,272117.2,1539.15,14.09200935,2.00963785,0
101,272117.2,1539.15,14.09200935,2.00963785,0
102,272117.2,1539.15,14.09200935,2.00963785,0
0,263672.31077302166,1744.5937628899298,14.903459844904793,3.2685741857641712,0
1,315406.5855920361,1693.032056049891,15.598837126726986,3.181674893546539,0
2,251773.63618120088,1819.995445320123,15.030188943131852,3.264127080618958,0
3,313642.03405636945,1764.7685827022406,14.448640845056323,2.4131825096916324,0
4,287856.062929896,1614.0902541248324,15.59000144119186,3.1567819820465397,0
5,275298.09746846545,1678.140943404608,14.902460413859151,3.65554307048827,0
6,316426.48698032054,1682.340034282172,15.676274268012161,3.1682823154543764,0
7,269762.67825883476,1661.2649444897966,14.752219111141116,2.5858137933463348,0
8,309018.4023498098,1641.2345527832379,14.742727644857693,3.6203342530856837,0
9,250923.05637458275,1661.2416067294782,14.759578738029088,2.3762305749461343,0
10,254986.12589928898,1663.4302073550184,14.409289324976742,2.8961468572948386,0
11,265201.18016216095,1727.3144302665341,15.098872618999069,3.002983627971273,0
12,269265.9319304744,1612.8162707105873,15.04067953886623,3.053673718582483,0
13,255426.64809305922,1784.1637303416983,15.523336657105997,3.017105563637984,0
14,298086.6710199469,1801.9512629319513,15.28947755690156,2.3539495368647207,0
15,252107.11687622804,1809.0413517973557,14.772881737854819,2.74738545063121,0
16,259603.67938402347,1737.648662901578,14.863705409664714,3.133234163201891,0
17,316909.7462817929,1871.563884026933,15.950776595137736,2.4768617517834013,0
18,249858.13600195228,1785.616997965274,15.8205574789856,2.5600165881589967,0
19,308551.567622911,1691.4473408880183,15.360186343424907,3.546331500153583,0
20,276405.4772352136,1873.8358424915898,15.454803586745722,3.052492270247051,0
21,258347.45511787027,1696.6095463867873,16.02501921586861,2.627079634297029,0
22,313427.53467969433,1539.2047933920749,15.329913359025273,2.445667086264949,0
23,287254.7365306933,1732.4636868480459,15.128944634130448,3.241709450379278,0
24,263839.6345544622,1574.5356061636885,15.181329456491657,3.095911210981339,0
25,315851.1526650303,1769.8858546417946,15.17456688252565,3.35969332458188,0
26,286144.88512254745,1634.3263791594493,15.220734520544324,3.356130398249287,0
27,270608.40907459386,1844.1303826771996,14.84439031615111,2.4193560954223563,0
28,259178.2170770747,1623.3471762133654,14.631937910448455,2.442432000522238,0
