,Unnamed: 0,State,City,Date Sown,Variety,Date of Cut,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class,Avg of AAYPVPP,STD AAYPVP,Num STDs,Avg Yield of Varieties Per Cut,Annual Avg Yield,Avg Annual Yield Per Variety Per Plant
0,184,South Dakota,Watertown,4/3/1999,Garst 6410,8/3/1999,0.75,294626.29,1827.91,4.743483146,13.51212342,1,0.899910256,0.432750437,1.214432858,0.772773535,1.451035337,1.483745962
1,843,South Dakota,Watertown,5/22/1996,Pioneer Brand 53Q60,10/1/1999,0.81,267178.62,924.63,1.780211685,16.63486367,1,0.899910256,0.432750437,1.062469349,0.71238998,1.468765052,1.622411429
2,372,South Dakota,Highmore,4/25/1997,Husky Supreme,9/25/2001,0.69,281845.23,1977.14,1.979365475,17.34763158,1,0.899910256,0.432750437,1.105508645,0.783827749,1.452607387,1.419809549
3,94,South Dakota,Watertown,5/5/1998,Pioneer Brand 53Q60,8/6/2001,0.65,366170.78,1940.17,4.128921593,14.09071525,1,0.899910256,0.432750437,1.320980139,,1.468765052,1.531430445
4,174,South Dakota,Watertown,4/25/1997,ICI 631,9/25/2001,0.98,251392.29,1623.57,4.006224128,16.38823781,1,0.899910256,0.432750437,1.33784112,,1.449986606,1.689503174
5,336,South Dakota,Watertown,5/5/1998,Vernal,8/16/1999,0.71,270885.17,1441.7,4.220141261,17.14548729,1,0.899910256,0.432750437,1.999049959,0.736527059,1.468765052,1.47198301
6,843,South Dakota,Watertown,4/25/1997,Garst 620,10/1/1999,0.68,368095.72,2064.04,4.110623603,13.40352208,1,0.899910256,0.432750437,1.534280261,0.754089729,1.468765052,1.623804582
7,251,South Dakota,Beresford,5/22/1996,Husky Supreme,8/6/2001,0.71,162360.13,1686.61,4.34795632,15.77415558,2,0.899910256,0.432750437,1.999049959,0.75827542,1.468765052,1.403769557
8,843,South Dakota,Highmore,5/5/1998,Pioneer Brand 53V63,8/16/1999,0.61,342839.96,1913.17,1.780211685,12.92289585,2,0.899910256,0.432750437,1.518832213,,1.468765052,1.265711439
9,252,South Dakota,Beresford,4/28/2000,Ace,8/6/2001,0.63,334071.38,1940.87,4.507339821,15.54626402,2,0.899910256,0.432750437,1.05636918,0.782156032,1.468765052,1.443888312
