,Unnamed: 0,State,City,Date Sown,Variety,Date of Cut,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class,Avg of AAYPVPP,STD AAYPVP,Num STDs,Avg Yield of Varieties Per Cut,Annual Avg Yield,Avg Annual Yield Per Variety Per Plant
0,249,South Dakota,Beresford,4/25/1997,Pioneer Brand 5312,8/3/1999,0.95,335429.64,1343.9,4.245431635,17.0931186,2,0.899910256,0.432750437,1.561080476,0.776533877,1.447891584,1.699798732
1,94,South Dakota,Watertown,5/5/1998,TMF 421,8/16/1999,0.73,317261.03,947.31,4.510790546,17.34763158,1,0.899910256,0.432750437,0.893897226,0.762756556,1.447891584,1.514909148
2,208,South Dakota,Watertown,4/25/1997,DK 134,8/16/1999,0.69,146151.1,1375.66,2.169877158,16.03489791,1,0.899910256,0.432750437,1.309740366,0.750503905,1.447891584,1.45697628
3,147,South Dakota,Watertown,4/25/1997,Ace,8/16/1999,0.67,290694.97,1903.57,4.536485976,16.17399247,1,0.899910256,0.432750437,0.883137503,0.705806452,1.447891584,1.72
4,173,South Dakota,Highmore,5/5/1998,Riley,8/16/1999,0.54,366100.83,1992.14,4.509246406,17.34763158,1,0.899910256,0.432750437,1.1407965,0.762864146,1.447891584,1.521666468
5,164,South Dakota,Watertown,4/25/1997,CW 5236,8/16/1999,0.87,280499.17,924.63,4.743483146,17.34763158,1,0.899910256,0.432750437,0.906964062,0.773397566,1.447891584,1.6881561
6,187,South Dakota,Beresford,4/25/1997,Saranac AR,10/1/1999,0.94,322779.88,924.63,4.743483146,16.95615988,1,0.899910256,0.432750437,1.177700205,0.749676996,1.447891584,1.19
7,103,South Dakota,Watertown,5/5/1998,SDFB,10/1/1999,0.74,246030.19,1291.26,4.743483146,15.62357339,2,0.899910256,0.432750437,1.072818378,0.779145538,1.447891584,1.72
8,201,South Dakota,Watertown,4/25/1997,ICI 620,8/16/1999,0.87,308481.05,2151.68,4.743483146,17.30980301,1,0.899910256,0.432750437,1.285038129,0.776231791,1.447891584,1.480577644
9,94,South Dakota,Watertown,5/22/1996,CW 72008,10/1/1999,0.72,366100.83,2151.68,4.743483146,13.01833472,1,0.899910256,0.432750437,1.209986522,0.705806452,1.447891584,1.681498899
10,141,South Dakota,Watertown,5/22/1996,CW 5236,8/16/1999,0.91,314589.62,924.63,4.743483146,17.315566,1,0.899910256,0.432750437,1.131023812,0.713256397,1.447891584,1.482629824
11,107,South Dakota,Watertown,4/25/1997,CW 2227,10/1/1999,0.91,314154.34,924.63,4.743483146,12.92289585,2,0.899910256,0.432750437,1.134164339,0.764779973,1.447891584,1.366235686
12,148,South Dakota,Beresford,4/25/1997,Viking I,8/3/1999,0.79,146151.1,1875.67,1.780211685,17.25317965,1,0.899910256,0.432750437,1.306242989,0.705806452,1.447891584,1.401312719
13,258,South Dakota,Beresford,5/5/1998,ABT 205,10/1/1999,0.92,265984.7,1899.36,4.709040271,15.88046376,2,0.899910256,0.432750437,1.218387285,0.705806452,1.447891584,1.400482053
14,94,South Dakota,Watertown,4/25/1997,Avalanche +Z,8/3/1999,0.95,146151.1,1254.71,4.743483146,12.92289585,1,0.899910256,0.432750437,1.3922594,0.705806452,1.447891584,1.21783234
15,123,South Dakota,Watertown,4/25/1997,CW 5321,8/16/1999,0.79,326020.8,1813.58,4.743483146,17.21129667,1,0.899910256,0.432750437,0.864355897,0.774432834,1.447891584,1.72
16,136,South Dakota,Highmore,4/25/1997,TMF Multiplier II,8/16/1999,0.69,282999.53,924.63,4.743483146,16.48583577,2,0.899910256,0.432750437,1.419926097,0.705806452,1.447891584,1.72
17,135,South Dakota,Watertown,4/25/1997,CW 5305,8/3/1999,0.74,328103.41,2151.68,4.064717638,17.34763158,1,0.899910256,0.432750437,1.10371344,0.76681732,1.447891584,1.386421148
18,260,South Dakota,Watertown,5/5/1998,Avalanche +Z,8/16/1999,0.81,146959.55,2133.45,4.096542663,16.71865293,1,0.899910256,0.432750437,0.980174887,0.705806452,1.447891584,1.387565597
19,128,South Dakota,Beresford,5/5/1998,TMF Multiplier II,8/16/1999,0.96,340247.72,1851.57,4.628502876,16.51448443,1,0.899910256,0.432750437,0.769018783,0.711148889,1.447891584,1.26040318
20,118,South Dakota,Beresford,5/5/1998,Depend +Ev,8/16/1999,0.89,146151.1,924.63,1.906337191,16.65389864,1,0.899910256,0.432750437,1.860810615,0.705806452,1.447891584,1.247160042
21,203,South Dakota,Highmore,4/25/1997,Goldrush 747,10/1/1999,0.84,307926.76,2151.68,4.743483146,17.34763158,1,0.899910256,0.432750437,1.633226596,0.726491274,1.447891584,1.297110464
22,156,South Dakota,Highmore,5/22/1996,Spartan,10/1/1999,0.82,366100.83,2151.68,2.035266548,17.19806392,2,0.899910256,0.432750437,1.528283836,0.75528296,1.447891584,1.72
23,113,South Dakota,Highmore,5/5/1998,WL 232HQ,10/1/1999,0.96,198575.01,1771.62,4.650877598,16.40062064,2,0.899910256,0.432750437,0.762626783,0.705806452,1.447891584,1.448398628
24,154,South Dakota,Watertown,5/22/1996,WL 325HQ,10/1/1999,0.76,302246.27,2151.68,4.639791011,17.34763158,1,0.899910256,0.432750437,1.080953644,0.705806452,1.447891584,1.579485386
25,187,South Dakota,Watertown,5/5/1998,CW 5236,10/1/1999,0.79,262167.27,1598.1,4.096577865,16.09814286,2,0.899910256,0.432750437,1.213024494,0.756450301,1.447891584,1.631958179
26,94,South Dakota,Watertown,5/5/1998,CW 5321,10/1/1999,0.82,366100.83,2119.75,1.905055699,12.92289585,1,0.899910256,0.432750437,1.488290612,0.705806452,1.447891584,1.434971806
27,189,South Dakota,Watertown,5/22/1996,HayGrazer,10/1/1999,0.66,218878.39,2129.71,4.536285622,16.9479845,1,0.899910256,0.432750437,1.050496901,0.705806452,1.447891584,1.556374668
28,220,South Dakota,Watertown,4/25/1997,Pioneer Brand 5454,8/16/1999,0.82,366100.83,1492.08,1.780211685,14.09889109,1,0.899910256,0.432750437,1.895063928,0.784870636,1.447891584,1.708367792
29,94,South Dakota,Beresford,5/5/1998,Vernal,10/1/1999,0.83,260711.32,924.63,4.743483146,15.99961552,1,0.899910256,0.432750437,1.126168246,0.752735661,1.447891584,1.19
