,Unnamed: 0,State,City,Date Sown,Variety,Date of Cut,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class,Avg of AAYPVPP,STD AAYPVP,Num STDs,Avg Yield of Varieties Per Cut,Annual Avg Yield,Avg Annual Yield Per Variety Per Plant
0,136,South Dakota,Beresford,5/22/1996,TMF 421,10/1/1999,0.7,307533.59,2151.68,4.579753838,13.27936011,1,0.899910256,0.432750437,0.768274418,0.732702259,1.447891584,1.26882164
1,94,South Dakota,Beresford,4/25/1997,Frontier 2000,10/1/1999,0.86,366100.83,924.63,4.743483146,17.34763158,1,0.899910256,0.432750437,0.722170047,0.806842105,1.447891584,1.49760476
2,98,South Dakota,Beresford,5/22/1996,Riley,8/16/1999,0.56,366100.83,2151.68,1.780211685,13.85639977,2,0.899910256,0.432750437,1.229689719,0.790451228,1.447891584,1.636631188
3,191,South Dakota,Highmore,4/25/1997,Rhino,10/1/1999,0.69,296269.78,2151.68,4.508773482,13.26125289,1,0.899910256,0.432750437,1.20458037,0.806842105,1.447891584,1.19
4,137,South Dakota,Watertown,4/25/1997,ICI 620,8/16/1999,0.7,172654.58,2151.68,1.994220363,13.22628291,1,0.899910256,0.432750437,1.587594566,0.705806452,1.447891584,1.55432588
5,209,South Dakota,Watertown,5/22/1996,Baker,8/3/1999,0.84,283985.22,2151.68,4.566628732,17.34763158,1,0.899910256,0.432750437,1.295483463,0.705806452,1.447891584,1.198442512
6,96,South Dakota,Beresford,5/5/1998,Goldrush 747,8/3/1999,0.83,271552.13,2151.68,1.780211685,17.17529369,2,0.899910256,0.432750437,1.438845542,0.705806452,1.447891584,1.254711457
7,206,South Dakota,Watertown,5/22/1996,CW 2227,8/3/1999,0.68,218439.53,924.63,2.004564099,13.85893704,1,0.899910256,0.432750437,1.190938581,0.806842105,1.447891584,1.196287123
8,154,South Dakota,Highmore,5/5/1998,Innovator +Z,8/3/1999,0.69,229682.08,1267.83,1.780211685,16.44911482,1,0.899910256,0.432750437,1.895063928,0.73736039,1.447891584,1.267347205
9,265,South Dakota,Beresford,5/22/1996,WL 324,8/3/1999,0.54,288396.62,2151.68,1.780211685,14.33799236,2,0.899910256,0.432750437,1.01150954,0.806842105,1.447891584,1.552466617
10,174,South Dakota,Beresford,4/25/1997,Travois,10/1/1999,0.5,194544.73,2151.68,1.780211685,14.34567599,1,0.899910256,0.432750437,1.416256511,0.772219666,1.447891584,1.251133894
11,265,South Dakota,Highmore,4/25/1997,WL 324,10/1/1999,0.65,361320.23,2151.68,1.780211685,13.26098357,0,0.899910256,0.432750437,1.055183568,0.806842105,1.447891584,1.72
12,94,South Dakota,Watertown,5/22/1996,CW 5236,10/1/1999,0.61,270963.98,2151.68,4.743483146,13.29312018,1,0.899910256,0.432750437,0.799194841,0.724909616,1.447891584,1.25290386
13,198,South Dakota,Watertown,5/22/1996,TMF Multiplier II,8/3/1999,0.88,366100.83,924.63,1.780211685,17.34763158,1,0.899910256,0.432750437,1.188784243,0.709432795,1.447891584,1.40586967
14,94,South Dakota,Highmore,5/22/1996,Innovator +Z,10/1/1999,0.75,146151.1,2088.09,3.97462136,14.10282882,1,0.899910256,0.432750437,0.850034858,0.705806452,1.447891584,1.369593354
15,162,South Dakota,Beresford,4/25/1997,Columbia 2000,10/1/1999,0.71,146151.1,2151.68,4.743483146,17.34763158,1,0.899910256,0.432750437,1.077796302,0.711965995,1.447891584,1.304744211
16,94,South Dakota,Watertown,4/25/1997,WL 325HQ,10/1/1999,0.8,366100.83,2151.68,1.780211685,16.73461425,1,0.899910256,0.432750437,1.438243459,0.806842105,1.447891584,1.615416439
17,94,South Dakota,Watertown,5/5/1998,Alfastar,8/3/1999,0.68,186576.28,1865.02,3.314497876,17.34091023,1,0.899910256,0.432750437,1.418449037,0.730109656,1.447891584,1.624210182
18,130,South Dakota,Highmore,5/5/1998,Depend +Ev,8/16/1999,0.74,366100.83,2151.68,4.163464525,14.34578986,1,0.899910256,0.432750437,1.690487975,0.705806452,1.447891584,1.390070624
19,222,South Dakota,Watertown,4/25/1997,ICI 631,8/3/1999,0.66,365238.92,1974.01,4.162732773,17.32078297,1,0.899910256,0.432750437,0.857624025,0.705806452,1.447891584,1.416582052
20,94,South Dakota,Watertown,5/22/1996,DK 134,10/1/1999,0.8,251620.42,1892.61,1.780211685,13.99027017,1,0.899910256,0.432750437,1.154126092,0.722091626,1.447891584,1.19
21,94,South Dakota,Watertown,5/22/1996,Vernal,10/1/1999,0.66,306890.04,1745.46,4.072456218,17.34763158,1,0.899910256,0.432750437,0.824471585,0.80351057,1.447891584,1.505227431
22,257,South Dakota,Beresford,5/5/1998,WL 325HQ,10/1/1999,0.87,184586.73,2151.68,1.780211685,17.17490004,1,0.899910256,0.432750437,1.162108144,0.761739752,1.447891584,1.494859986
23,156,South Dakota,Watertown,5/5/1998,TMF Multiplier II,8/3/1999,0.75,366100.83,2151.68,2.97125579,14.15559293,1,0.899910256,0.432750437,1.513774441,0.777166086,1.447891584,1.19
24,265,South Dakota,Watertown,4/25/1997,Travois,8/16/1999,0.61,175809.77,2151.68,1.780211685,17.34763158,1,0.899910256,0.432750437,1.348083688,0.782706138,1.447891584,1.687856716
25,156,South Dakota,Watertown,4/25/1997,Bounty,8/16/1999,0.77,248505.91,2151.68,2.293207474,13.44088728,1,0.899910256,0.432750437,0.992230884,0.772925449,1.447891584,1.443381203
