,Yield (tons/acre),Time Since Sown (Days),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C)
0,1.85,1473,152384.0,3515.02,7.780154879,19.13594433
1,1.19,725,242670.0,2046.26,6.232926359,15.67473649
2,1.07,862,368851.0,2093.99,1.592966464,17.02123401
3,0.9,860,256882.0,2774.85,3.71431213,16.32935826
4,0.98,481,162613.0,946.61,7.25204914,17.45360248
5,0.73,453,276548.0,1507.97,7.482416831,16.01529164
6,2.14,827,272532.0,1248.21,2.332479371,14.75783943
7,0.62,415,130956.0,1150.21,6.076414012,15.76698952
8,1.07,1133,309161.0,1913.36,6.416675436,17.37495705
9,2.29,1174,229933.0,2191.19,4.114265187,14.64059004
10,0.79,511,147269.0,1302.01,4.918382761,15.88304259
11,1.41,417,243720.0,2648.84,2.585483782,15.58830041
12,1.4,490,277252.0,1551.88,4.783282754,16.5263203
13,1.31,447,269593.0,1902.86,6.807224979,16.9393511
14,1.7,1125,251295.0,1607.13,2.971026493,14.68840128
15,1.86,558,370555.0,1805.76,6.454150611,16.64491891
16,1.09,402,238347.0,3950.84,2.872744701,15.28329057
17,2.63,855,274453.0,3207.04,4.292059043,17.15722909
18,0.79,504,464798.0,1153.23,5.249135758,19.14424327
19,1.72,1182,369059.0,2858.09,6.868424651,17.6087245
20,0.44,816,125567.0,982.36,4.49128737,17.50871423
21,0.81,1084,365275.0,1512.77,5.961637601,17.69140618
22,2.01,807,279052.0,2045.0,6.508164283,16.32924758
23,1.01,772,369334.0,1227.18,4.282438413,16.31634127
24,0.48,1227,374693.0,2057.32,2.268337075,16.53486987
25,2.24,1234,135783.0,905.82,2.536047619,15.6276125
26,2.3,769,237277.0,2384.26,3.560127909,17.38466665
27,2.41,1215,116009.0,1888.52,2.968652303,14.80563704
28,1.29,1179,381371.0,1948.1,5.65765084,16.75473086
29,1.69,443,344144.0,2999.84,7.040713096,15.99747593
30,1.05,834,247120.0,2320.83,5.390193162,15.95574247
31,1.78,1190,269602.0,2007.77,5.355004859,14.83367617
32,1.54,1176,244088.0,1463.19,1.597070559,16.35963978
33,1.83,748,249872.0,1874.42,3.593309375,15.25970635
34,0.57,416,240264.0,2058.54,5.082799076,17.54539068
35,1.49,853,288495.0,2643.21,6.225273592,15.8348357
36,1.21,406,121167.0,812.99,3.309069219,19.32912356
37,0.96,1165,232158.0,2329.8,3.121782161,17.55874643
38,0.84,1173,291387.0,1649.7,3.714461536,15.40362863
