,Yield (tons/acre),Time Since Sown (Days),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C)
0,1.57,793,263012.0,4569.25,2.472755801,15.24727936
1,1.4,1203,164833.0,1893.95,1.933948458,16.33112317
2,1.09,753,354890.0,2222.48,3.592612326,13.78974826
3,3.06,1086,352733.0,1570.57,5.156409311,15.42339704
4,0.92,799,222799.0,1104.17,4.371772753,13.99133751
5,0.87,1304,152710.0,3515.78,4.531673544,15.22389541
6,0.84,853,387126.0,2922.55,7.326296132,16.14152905
7,1.9,1083,120815.0,3516.73,2.558666017,16.08124426
8,1.01,450,212973.0,1727.19,1.751944025,15.2845616
9,0.8,1478,315412.0,1868.96,6.969995815,15.21508777
10,1.61,845,369328.0,2422.18,3.062751267,16.42648573
11,2.38,275,139168.0,2159.84,3.171701372,16.35473901
12,0.76,1475,287565.0,1988.46,2.613598107,15.30919417
13,1.55,760,216117.0,1850.9,3.863584133,16.74734006
14,1.63,792,382025.0,1764.84,4.443945705,15.62133082
15,0.8,457,255461.0,4118.1,3.765753158,17.31583737
16,1.78,807,262256.0,1709.35,4.91471057,16.22141537
17,0.95,890,163261.0,1941.99,4.656103126,13.65872872
18,0.45,888,403297.0,2473.0,3.062374821,16.7514757
19,1.34,777,326413.0,3786.48,2.726159283,15.94899865
20,1.24,301,125291.0,839.53,5.677143019,14.24365104
21,1.33,654,255779.0,1668.13,3.049969519,15.57386054
22,2.06,451,126135.0,1861.12,3.321208326,15.7939871
23,0.87,814,381527.0,2410.41,2.73932738,16.54361057
24,1.12,781,371501.0,2965.39,2.971147973,15.58507481
25,1.8,764,252367.0,997.43,6.528270983,16.72627549
26,1.35,854,385426.0,1975.5,8.086647262,17.45087267
27,1.05,1145,267507.0,1945.71,4.969942853,16.50970723
28,2.09,335,252984.0,1034.55,2.120899599,14.25555763
29,1.94,838,257792.0,1419.33,6.786327415,16.9086403
30,2.02,363,365809.0,2141.55,1.992072835,15.76673058
31,2.55,1155,237941.0,2433.43,4.595087646,15.97414533
32,2.16,409,206891.0,1962.64,3.525100503,16.07035778
