,Yield (tons/acre),Time Since Sown (Days),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C)
0,0.64,452,155958.0,1206.77,3.663989121,16.79681148
1,1.05,494,174135.0,586.86,3.537567141,16.25126186
2,0.56,478,160916.0,1011.12,6.4377656,16.82990469
3,1.83,820,266653.0,1860.06,5.451443113,16.44609465
4,0.97,1194,381329.0,3882.24,6.599849922,16.9417071
5,1.59,777,247590.0,1460.17,2.983966063,15.21384752
6,1.15,1105,342130.0,2652.91,4.125314153,15.77981737
7,2.58,755,244929.0,1857.1,2.588810082,15.30155784
8,2.57,423,86909.0,1836.07,5.078077657,16.5784744
9,1.1,1177,367123.0,3516.3,5.998537466,16.80464024
10,1.74,444,140055.0,1045.41,6.199665418,17.70295914
11,1.73,805,246377.0,1756.11,2.992929064,14.76571692
12,1.88,779,233203.0,1614.37,2.01648719,14.93942796
13,1.52,387,78065.0,778.04,5.451095081,16.03742323
14,1.36,707,237586.0,1768.73,4.578759187,16.03034107
15,0.59,471,155767.0,928.31,2.810740006,17.29185113
16,0.98,1121,360037.0,3256.09,4.808153159,16.63411238
17,2.54,736,273369.0,1908.38,3.425599659,15.50381262
18,0.66,1233,390308.0,2090.67,3.905484772,16.51488002
19,1.13,1134,359483.0,2255.69,3.682192144,16.30831108
20,1.1,1213,469473.0,4234.74,4.684553982,15.61678448
21,0.77,467,84118.0,852.09,5.003197431,17.16878139
22,1.29,789,242340.0,1441.06,3.084419463,15.42911143
23,0.34,1171,415780.0,2297.46,3.07649861,15.21240866
24,1.22,1177,373381.0,2738.38,5.871086775,16.92367655
25,1.52,801,263382.0,1295.64,2.536931159,15.31649878
26,3.21,450,149390.0,1073.75,2.535463758,15.46898033
27,2.48,1143,347875.0,1896.44,3.24109768,14.95954324
28,1.39,1158,374071.0,2174.02,3.089176646,15.45812252
29,0.48,544,179005.0,1792.32,4.289568072,16.77502992
30,0.95,778,234630.0,2046.86,5.210787371,16.93394256
31,2.91,769,267063.0,2450.83,4.470180665,15.89769691
32,1.57,770,244548.0,1992.89,2.480835896,15.35497731
33,1.28,860,385972.0,3440.62,5.014496049,16.10983209
34,1.53,791,248743.0,2818.44,6.152566972,17.09049337
35,1.55,1163,364834.0,1751.07,2.508601853,15.43069338
36,2.51,427,137191.0,1293.84,3.123498007,15.29815135
37,1.39,1101,350876.0,1761.23,2.690348468,15.42648877
38,0.68,535,185333.0,1478.23,4.949428573,17.32760352
39,1.09,1183,388636.0,2883.2,5.862213174,16.97765069
40,1.48,371,107895.0,1255.53,3.591603146,15.86228152
41,1.23,508,162949.0,911.64,6.027853141,17.54652182
42,1.68,434,138549.0,952.25,5.435801224,16.49309872
43,1.35,469,148729.0,879.71,3.188992594,16.95516603
44,1.92,761,242495.0,1867.21,2.423088962,15.45161175
45,1.98,409,130249.0,1310.57,5.254615423,16.07209873
46,1.32,813,258528.0,1299.06,3.076696992,16.5562788
47,0.94,854,279769.0,2002.4,5.782793118,16.66852223
48,2.05,800,251787.0,2338.15,6.897813003,17.26948335
49,1.8,781,245138.0,1526.6,3.692605484,15.83101567
50,1.78,788,253569.0,1949.13,1.436306818,14.92225988
51,2.71,1103,289814.0,1942.1,3.379060955,14.96966144
52,1.57,451,146347.0,1620.65,4.634624666,16.90791063
53,3.31,749,357344.0,2384.38,2.736255849,15.30908034
54,2.02,1149,369006.0,2053.29,2.656714928,15.34442764
55,1.62,833,266453.0,2468.84,7.34693623,17.01537528
56,1.42,445,135228.0,1884.48,3.700425285,16.67056561
57,1.64,741,231550.0,2221.62,4.866751166,16.66575898
58,1.65,772,350419.0,2763.02,5.936307715,16.54369889
59,0.61,1131,353724.0,1970.78,3.27093076,16.54353941
60,2.03,369,115290.0,1007.73,3.777476407,15.7652013
61,1.43,422,110319.0,1396.92,3.620695984,16.44391355
62,2.13,815,255583.0,2186.26,3.907632423,15.65082634
63,2.45,1160,368655.0,2346.64,2.962225498,15.51739433
64,2.49,399,110034.0,1131.65,3.289432068,16.35728125
65,2.22,374,78065.0,1937.88,5.837778188,16.68314163
66,1.49,1123,353611.0,2755.54,6.436751809,16.82156776
67,1.61,833,264464.0,1576.57,2.728540785,15.32517399
68,1.18,465,144978.0,1049.33,4.924180379,17.27385622
69,1.95,412,89471.0,1173.3,6.238051846,16.82380128
70,1.9,774,254198.0,1849.92,2.844660036,15.6126319
71,2.75,802,319775.0,3040.07,5.994284952,17.37042868
72,0.82,873,392001.0,2556.74,4.588689465,16.53789735
73,1.41,1169,369928.0,2859.73,4.65914847,16.19253426
74,0.8,816,252278.0,1686.56,3.752388505,16.16008007
75,0.44,1234,391577.0,2287.95,4.168720823,16.55717066
76,1.16,832,377439.0,1864.78,2.828538384,16.3459828
77,1.6,1147,357559.0,2473.56,3.004963411,15.50920497
78,2.82,741,128011.0,1274.32,3.651591249,15.59189913
79,1.53,1202,376492.0,2232.49,2.066206225,14.6460588
80,2.34,1085,342551.0,1735.26,3.016565732,14.81828985
81,1.84,435,143354.0,1676.22,4.31432401,16.59878833
82,1.76,776,249753.0,1706.43,4.330777513,16.69497902
83,1.57,776,241808.0,1827.12,5.650925955,17.01140013
84,1.34,835,275329.0,3171.66,7.13947198,17.14426371
85,2.19,773,242966.0,1652.98,3.564097265,15.24171727
86,1.16,874,268985.0,2543.13,7.11553414,16.85883589
87,1.38,863,393107.0,2306.06,3.53353756,16.24049226
88,0.5,525,180241.0,790.88,3.182685902,16.93968683
89,0.74,1240,469473.0,2414.91,3.378041929,16.43635306
90,1.36,1244,402881.0,4068.7,5.731627263,16.83482488
91,1.41,1197,383653.0,1967.75,3.16904041,15.09860704
92,2.96,727,220090.0,1685.33,1.937154552,14.72550316
93,0.99,448,144365.0,1041.56,4.37421467,16.84929737
94,0.8,1173,376264.0,2288.27,3.27908561,16.10044407
95,1.26,441,151401.0,1060.41,5.02169818,15.92440879
96,1.47,803,258540.0,2277.29,5.767789636,17.34581459
97,1.63,449,143860.0,1525.05,3.314952053,16.81143689
98,1.74,825,261279.0,1829.64,5.838698443,16.51116489
99,0.87,1197,416338.0,3790.99,6.554240714,16.80669275
100,1.58,838,263522.0,3238.75,6.200461458,16.80496653
101,1.37,455,154329.0,824.78,3.130274537,16.08070872
102,0.62,1224,385191.0,3319.66,6.753656275,17.12712391
103,0.81,1203,461692.0,5006.9,4.40331662,15.83150999
104,1.04,1217,389302.0,2589.37,2.565177365,15.35658014
105,1.68,775,217332.0,1628.89,5.224319766,16.12891359
106,2.07,415,135681.0,1127.15,2.502050617,15.2429169
107,2.4,1201,382704.0,3531.5,6.044647929,16.74928
108,2.54,722,228316.0,1167.06,2.471351468,15.61976336
109,1.2,459,145427.0,1088.16,7.04941729,16.90947748
110,1.12,854,265577.0,2247.62,6.353060136,17.18617451
111,1.54,389,82228.0,827.99,5.869907839,16.4993354
112,2.29,374,127980.0,1048.04,6.111550484,17.20305194
113,1.35,825,248497.0,1993.71,6.467548356,17.45988487
114,1.47,815,257110.0,2317.46,6.116468654,16.84958616
115,2.62,1109,367621.0,2772.68,3.332216681,15.73331178
116,1.11,859,274344.0,1840.62,4.976399465,17.10513273
117,2.25,765,249524.0,1845.08,3.005210972,14.71091178
118,2.39,760,238636.0,1871.73,5.138917948,16.00108998
119,0.57,864,284135.0,1933.32,4.838905879,17.45616057
120,1.44,792,242955.0,1849.67,4.350475546,16.63766766
121,1.55,779,243580.0,1081.09,3.62506691,15.39650257
122,1.06,473,152152.0,1999.09,6.234275543,17.4472317
123,1.81,368,78065.0,974.28,3.257937111,15.58934479
124,1.89,400,101994.0,655.67,4.379141689,15.39945714
125,2.18,1356,469473.0,3660.28,3.940796343,15.25670084
126,1.76,422,78065.0,740.15,5.670184549,17.3923823
127,2.03,834,262195.0,2416.8,6.597658278,16.56867921
128,1.63,780,249966.0,2797.35,6.247327975,17.29704924
129,0.73,1210,384436.0,2413.45,5.486172912,16.50250181
130,2.9,1244,364343.0,3254.46,3.564942806,15.80625595
131,1.94,439,141334.0,887.76,6.615940773,17.15839924
132,2.58,785,249678.0,1892.1,2.74218769,14.91280864
133,1.35,791,249787.0,1631.35,3.124115641,14.86050691
134,1.45,791,241293.0,2642.53,6.443126918,17.09446708
135,1.91,789,264809.0,2164.74,4.00212979,16.50681208
136,2.64,756,240512.0,1477.5,4.937562698,15.65841718
137,1.68,760,242003.0,1441.5,1.708190949,15.22869261
138,1.41,846,258744.0,2675.12,6.817374425,17.30871105
139,0.54,1156,365456.0,2041.55,4.097173223,15.83136745
140,1.41,830,258992.0,2337.06,5.954108945,16.881045
141,0.6,888,276199.0,1705.22,6.28942901,16.80715825
142,1.51,781,239371.0,2644.11,6.611626,16.82427223
143,0.68,846,269103.0,2032.33,3.632419058,16.59204283
144,1.81,433,127309.0,1106.97,6.313931795,16.8134499
145,1.07,1157,392156.0,2720.67,3.912436315,16.11736859
146,1.7,414,94276.0,1738.35,5.871624869,17.2749456
147,1.38,1120,345524.0,2872.64,5.530692302,17.05841706
148,1.25,1218,381613.0,2121.61,3.928968258,15.37445955
149,1.44,753,228043.0,2065.27,6.022426348,16.34554891
150,0.39,1239,385432.0,2811.51,5.103984044,17.15308802
151,1.25,420,141381.0,835.87,4.245898487,17.24460718
152,0.72,475,154948.0,1219.7,4.977876635,17.08816575
153,1.63,432,139728.0,955.09,4.353663287,16.02852527
154,1.81,478,160009.0,1834.21,7.192762691,17.70440679
155,1.15,856,264234.0,2406.05,6.144485913,17.54929557
156,0.8,701,244055.0,2377.43,6.009869585,17.07098806
157,1.07,403,233454.0,1819.51,6.342021227,16.75719783
158,2.76,749,242700.0,1873.97,3.148952752,14.93804842
159,0.88,485,161510.0,1335.61,4.264819891,17.32416759
160,1.89,796,257396.0,1894.97,2.776944062,15.7784539
161,1.6,746,230839.0,2532.39,6.175739784,16.64373134
162,0.66,876,279221.0,2451.34,5.731634627,16.68013466
163,1.15,1159,363417.0,2291.45,3.893812055,16.1683732
164,1.16,1255,404852.0,2465.41,3.540075867,15.84477192
165,1.74,432,144047.0,939.03,2.626401038,16.71304733
166,1.72,400,86375.0,586.86,5.431445825,17.02661883
167,1.26,450,146820.0,1377.53,4.275328678,16.67440578
168,1.23,1133,351795.0,3369.01,5.343170488,16.80979571
169,1.34,782,255927.0,1054.62,3.279853973,15.72331267
170,2.54,749,253332.0,1851.4,6.476961064,16.72657486
171,1.85,814,145491.0,2201.65,6.037150493,17.22499431
172,1.31,769,243911.0,2666.79,6.178645737,16.56211442
173,0.81,1240,395232.0,2838.57,4.306407459,15.70037243
174,1.54,772,244195.0,1671.88,3.127594898,16.09700654
175,0.92,1152,367082.0,2965.93,5.755769356,16.56792516
176,1.38,1173,366877.0,3794.15,6.526960523,16.83911805
177,2.09,434,112504.0,1617.55,5.015284986,16.63794627
178,1.39,473,147174.0,830.48,7.148379221,17.20183414
179,1.42,425,138804.0,1629.97,4.257765239,16.68858631
180,0.93,846,272224.0,1727.1,4.181391322,16.35510463
181,1.83,799,251710.0,1929.08,3.972923786,15.92270544
182,0.92,1102,247781.0,2576.93,7.129796107,16.8986665
183,2.3,424,120959.0,1710.12,6.429336159,17.0990378
184,1.4,483,156087.0,1069.59,5.773128052,17.20756715
185,1.05,860,274001.0,3354.11,5.884546428,17.03627067
186,2.52,1164,370691.0,2891.63,5.94081409,17.79983285
187,1.61,354,105472.0,818.26,5.753575998,16.92483611
188,0.7,841,262819.0,2283.72,6.088436184,16.47649027
189,1.53,841,271825.0,1704.35,3.745172362,16.44056733
190,1.87,434,133610.0,1043.05,4.006966258,17.17948918
191,0.9,1123,349621.0,1820.3,3.375340997,15.73508945
192,2.37,370,113173.0,1582.75,4.887548908,15.38700192
193,0.51,872,383238.0,2513.37,4.980966789,16.91754257
194,1.01,1168,465636.0,4568.77,4.080476587,15.54187835
195,2.68,1108,350373.0,3294.88,4.485659006,15.96490709
196,1.54,463,157523.0,1778.22,4.297309252,17.2029672
197,2.16,413,138708.0,1140.01,4.328548677,15.88964404
198,1.66,426,140236.0,1032.77,2.514633311,15.21542074
199,1.57,792,247428.0,1213.49,1.915723906,15.58180042
200,1.46,479,162285.0,862.38,3.717035876,16.71396403
201,1.67,799,252199.0,2090.04,3.439744177,15.39461412
202,1.99,431,136097.0,1101.12,4.07701896,16.5902674
203,0.69,846,265920.0,2135.11,6.195240511,16.5424875
204,2.58,745,238458.0,1684.01,2.252946339,15.14768006
205,1.58,773,245567.0,1299.77,2.31779788,15.78077231
206,1.84,763,249357.0,986.5,2.498114799,15.29370006
207,1.13,1222,469473.0,2126.8,3.995265453,16.07834352
208,0.87,871,280399.0,1938.56,3.841375752,16.30982937
209,2.75,731,243784.0,1754.5,2.280670258,14.9992665
210,1.96,733,227268.0,2262.13,5.381600802,16.47888202
211,2.9,434,155901.0,1437.46,3.424555488,15.62952004
212,1.71,793,252463.0,2553.28,5.659711966,17.19669705
213,0.81,456,151221.0,992.87,3.620695964,17.05917893
214,2.05,828,268364.0,1476.5,1.345280301,15.39856065
215,1.57,450,138105.0,1105.04,5.406462746,17.18309662
216,1.52,430,142372.0,1730.63,6.290157274,17.69046
217,1.69,454,149720.0,1701.08,6.327834654,16.70649065
218,1.62,816,261340.0,2106.4,2.69787092,16.00054173
219,1.4,787,250738.0,1255.27,2.521666565,15.25200799
220,1.17,1153,389025.0,3721.81,5.546150258,16.46931567
221,1.72,1171,371101.0,1931.88,1.873035022,15.14275422
222,0.67,869,278905.0,2415.37,6.174789805,16.79007132
223,2.69,748,222565.0,2174.58,5.68089101,15.75222445
224,0.76,871,389219.0,3271.7,6.740816164,16.45729176
225,1.63,1161,364549.0,1856.27,2.331648913,15.50452904
226,1.86,800,257714.0,1640.99,1.366500954,15.57285049
227,0.91,825,262735.0,1681.63,3.862666535,16.14990312
228,2.74,747,240631.0,1694.66,3.152521511,15.29245223
229,1.59,778,251853.0,1788.66,3.551474456,15.08666686
230,1.68,470,135097.0,983.91,3.651971226,16.00212765
231,0.9,826,258758.0,2267.64,4.718725731,15.9616106
232,1.38,722,181050.0,2269.34,5.200736157,16.22358023
233,1.41,823,258053.0,1841.69,3.071391027,16.07921635
234,0.73,1172,374581.0,2232.68,3.327440476,15.93450147
235,1.02,798,252227.0,2007.42,5.721893548,16.87290068
236,1.74,378,117235.0,1183.3,3.28855428,15.86149303
237,1.67,828,254888.0,2570.5,6.027213987,16.81244361
238,0.94,878,276718.0,2328.72,4.036835752,15.82828908
239,1.45,1105,354626.0,3341.12,4.531206213,15.6274686
240,1.81,795,251133.0,2525.08,6.177865792,17.31627293
241,1.21,823,258953.0,1848.29,6.336230977,17.24137856
242,1.5,1190,380756.0,3573.12,2.880785311,15.01022538
243,2.15,779,245885.0,1563.94,3.843213548,15.78908725
244,1.25,335,120039.0,1116.82,6.786894769,17.38299404
245,1.76,469,149952.0,2021.68,6.527451338,16.99540522
246,2.78,765,244459.0,2546.23,4.803935736,15.8741645
247,0.63,1169,363062.0,1924.86,2.904082831,15.65377981
248,1.01,859,277859.0,1906.12,3.701655356,16.19488568
249,2.15,1180,372993.0,3198.13,5.664585885,16.45554886
250,2.7,405,88473.0,956.01,5.234697698,15.75088131
251,2.54,774,247352.0,2149.56,3.113332594,14.74360259
252,1.6,836,273538.0,1715.46,4.817621314,17.23857438
253,2.4,387,143519.0,1071.61,2.432935114,15.71964655
254,0.96,836,265975.0,1629.89,4.032766397,16.85592794
255,2.25,391,111921.0,903.72,2.252569395,14.13681081
256,1.84,831,258998.0,2442.19,6.557542909,17.19189477
257,1.43,828,261166.0,2649.36,4.892764464,17.65054758
258,3.01,392,158847.0,1074.2,5.108904706,15.96235736
259,2.06,459,162740.0,1538.88,5.637361311,16.40759259
260,1.34,1177,370784.0,2221.91,2.071565764,15.14756196
261,1.36,448,140912.0,1044.47,6.864320412,17.32155266
262,3.09,403,121096.0,976.04,6.190500246,17.4988905
263,2.05,723,168629.0,1984.31,5.866796512,15.72097504
264,2.58,411,78065.0,1636.33,3.531989448,15.7730266
265,3.07,420,131902.0,1002.45,5.452559568,15.829116
266,0.99,479,152810.0,1240.49,4.908054347,16.82908821
267,1.89,1098,346729.0,1767.79,2.617855379,15.67003239
268,1.78,827,260576.0,2472.29,6.41812798,17.75302811
269,1.59,1147,371095.0,2192.0,2.603516217,15.70359887
270,1.82,790,239834.0,2598.37,6.339035112,17.14079468
271,1.82,775,245474.0,1646.31,3.645917825,15.46077185
272,1.54,462,156171.0,1011.13,3.516979352,16.83298212
273,1.51,795,254445.0,1879.87,3.416575368,15.57511929
274,2.71,762,245649.0,1363.49,0.779619865,15.67843165
275,2.68,757,232289.0,1557.47,3.608019291,15.54931052
276,1.78,789,245063.0,1722.31,3.908183927,15.56369128
277,1.75,821,259838.0,2290.83,5.690506407,16.42311905
278,0.97,825,260660.0,1539.34,2.380592945,15.88526512
279,1.3,870,277287.0,2436.04,6.61550224,16.82448596
280,1.32,1159,375175.0,3277.47,5.516304178,17.51594448
281,3.63,1232,412908.0,2950.72,3.105344559,15.2185758
282,1.47,420,93512.0,1312.56,6.397425266,17.65599232
283,0.9,505,180905.0,1229.35,6.650506817,18.08952879
284,1.04,1214,392459.0,2360.0,3.639034085,16.16133217
285,2.04,434,145504.0,1307.86,6.028270604,17.9193693
286,1.55,492,160185.0,2290.65,6.562894047,17.68701176
287,1.67,1151,368067.0,2215.36,2.059484903,15.11545274
288,1.73,793,252813.0,1507.7,1.700055255,15.38466188
289,1.43,858,391457.0,3415.48,4.424413846,15.90660072
290,1.26,483,149054.0,1916.63,7.118803539,18.70636725
291,2.61,424,100468.0,1265.67,4.464100513,15.95980504
292,0.78,522,180866.0,1031.99,4.269346329,17.11665461
293,2.83,794,256303.0,2234.7,4.576501496,16.08447637
294,1.33,486,147368.0,838.61,6.623441963,16.46372957
295,2.94,398,86351.0,1515.85,2.466823408,15.23418421
296,1.87,436,129530.0,1125.94,6.767256574,17.84594347
297,0.79,1210,388123.0,3191.22,5.127251367,16.41821259
298,1.31,475,156375.0,2401.89,7.350651689,17.14368952
299,1.42,800,251919.0,1911.98,5.642801015,16.62403343
300,1.2,451,141907.0,1283.22,6.839264731,18.05655217
301,1.14,876,282411.0,2639.16,5.275392568,16.78399431
302,2.87,779,267790.0,1855.27,4.540923106,16.15180952
303,1.18,1141,352070.0,3459.37,3.755730762,16.22079817
304,1.28,1134,357360.0,3470.55,5.802903499,16.3045934
305,1.46,829,253371.0,1848.13,4.954046339,16.99514461
306,2.5,363,119201.0,992.6,2.011757291,14.98077737
307,2.42,449,143464.0,2097.76,5.661519711,16.16398766
308,2.11,1133,325650.0,3129.43,4.897261138,15.22006196
309,1.0,439,140916.0,1084.3,5.145338209,17.22463881
310,1.74,399,126829.0,1267.55,6.033660531,16.92167215
311,2.73,436,104499.0,1594.63,2.869762319,14.90950716
312,1.38,834,261494.0,2571.75,6.784440298,17.11157244
313,1.05,518,201605.0,1665.23,6.758602877,17.17755266
314,2.05,465,157104.0,1432.3,5.669444058,17.02995637
315,1.91,387,118343.0,1906.33,3.54985843,15.82903233
316,1.69,1184,373766.0,2344.86,3.012438532,15.23783591
317,0.84,848,270545.0,2303.15,5.945213323,16.88982319
318,0.65,1194,375234.0,2181.52,1.778036526,15.46602646
319,0.89,455,149293.0,1262.71,4.125760108,17.13114111
320,1.42,455,130805.0,934.12,4.31026713,16.37896041
321,1.57,1203,383682.0,3457.21,6.310805265,17.5597253
322,1.48,796,248803.0,2403.15,6.187526961,17.45954837
323,1.72,419,135193.0,946.26,3.196195718,15.31776397
324,1.82,398,122445.0,707.39,4.113656231,15.06338994
325,2.34,804,246913.0,2165.43,5.290493611,17.01217806
326,0.64,1144,362841.0,3382.26,5.585241257,16.07648672
327,1.41,443,140710.0,999.06,3.060984747,15.95726644
328,1.35,446,148691.0,1840.5,6.20175752,16.96071564
329,2.15,478,151985.0,1415.0,6.944302803,17.67310007
330,1.88,414,138798.0,1155.94,6.578115576,17.78712796
331,0.95,1177,369786.0,3393.07,6.16925251,17.44271449
332,2.34,747,240224.0,1757.98,2.284141797,15.19014839
333,1.12,468,153600.0,1123.37,5.120918078,15.96561317
334,2.46,372,108467.0,1452.75,5.364598298,15.73220556
335,1.57,801,245996.0,1837.89,5.189788704,16.83574361
336,2.84,439,141617.0,1206.09,5.460646474,16.41084743
337,1.23,1178,411197.0,2582.78,3.163119046,15.86761909
338,2.35,450,138012.0,1940.8,3.039997035,15.6600418
339,1.65,378,114689.0,771.06,2.644121654,16.080431
340,1.57,1173,371291.0,2161.59,3.407301601,15.3112361
341,1.43,823,264772.0,914.12,1.895749651,15.75224056
342,2.39,1303,430844.0,2456.08,3.025024327,15.30554695
343,1.24,844,281908.0,1739.72,5.159352611,17.03742796
344,2.79,408,135553.0,1290.31,2.029781492,14.80994494
345,1.15,453,84041.0,889.82,6.445547865,18.28438367
346,1.23,481,144471.0,886.47,6.926641753,18.10894703
347,1.33,768,235593.0,2443.55,5.522161043,16.52266549
348,1.61,473,152700.0,1215.75,6.851912659,16.95484397
349,0.77,1206,454498.0,2277.69,3.467427904,16.07084146
350,0.68,901,288679.0,2180.2,6.518503628,17.18704576
351,2.82,1117,340321.0,3102.06,4.05203349,15.61049009
352,1.56,819,254085.0,1829.34,4.087404339,15.66968409
353,1.23,1177,373991.0,1938.12,2.613437428,15.59417746
354,0.53,895,274275.0,3121.95,7.147595721,17.64764744
355,1.28,770,356827.0,2355.01,5.628560733,16.23470339
356,1.06,1116,397825.0,5006.9,5.727680013,16.80661259
357,2.19,767,243688.0,1881.52,5.298614496,15.94025174
358,1.83,777,230590.0,1837.82,5.463028718,16.69454902
359,1.13,472,166513.0,1095.58,3.910889568,17.18492613
360,1.36,754,226795.0,2374.85,6.189608736,17.12828638
361,1.71,780,245862.0,1412.28,2.058598842,15.12606541
362,1.68,819,250629.0,2397.09,5.278748929,16.89105454
363,2.94,777,241123.0,1941.94,3.329178996,15.38733294
364,0.72,866,273772.0,1426.45,2.802324906,15.63417632
365,2.1,757,241619.0,1867.21,2.521105984,15.55274591
366,1.42,1169,378426.0,1839.99,1.933181621,15.47350594
367,0.62,1190,440126.0,4021.4,6.256221838,16.9113555
368,1.52,832,268918.0,2292.23,7.486436654,16.82173201
369,1.37,758,237908.0,1771.71,2.764289848,15.63120373
370,2.1,358,117574.0,974.99,6.389572781,16.7175151
371,1.85,376,126479.0,836.36,3.025773294,15.23263165
372,1.51,801,247111.0,2482.07,6.434789776,16.54742882
373,1.81,383,231569.0,1170.53,4.111715743,16.13984918
374,2.05,1410,440355.0,2566.03,3.118176764,15.63743621
375,1.77,438,136169.0,1081.23,2.728834731,15.90925581
376,2.45,1097,332245.0,2692.02,4.713204821,15.78001207
377,1.46,401,123252.0,1546.59,5.624429706,17.22074705
378,2.68,439,132653.0,987.44,4.579304986,16.75621431
379,0.75,1131,354389.0,3641.06,6.665879876,16.69396696
380,2.22,1154,256258.0,1803.16,1.262400985,14.97657203
381,2.44,1114,361002.0,3414.86,4.73656225,15.91550435
