,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class
0,1.96,78065.0,2883.95,6.728321363,17.15679239,0
1,1.78,113048.0,620.61,5.945315412,15.16261829,0
2,0.94,316128.0,1467.2,4.374974692,18.31573908,2
3,1.84,78065.0,1604.19,6.164593945,16.0303536,1
4,0.59,99618.0,2784.47,6.647977549,16.25533688,2
5,0.81,293506.0,995.74,5.795237915,16.67076108,0
6,3.42,119027.0,873.71,6.988009305,18.34145997,2
7,0.32,163632.0,3598.59,7.912914502,16.6182849,2
8,0.88,78065.0,1999.65,5.51522116,15.33309621,1
9,2.69,78065.0,860.85,7.449607559,15.97860656,1
10,0.95,96008.0,1886.68,5.52640753,16.0889729,0
11,2.18,104975.0,3832.34,4.039061377,17.44148216,0
12,0.61,214511.0,1308.44,7.086088424,15.33829272,2
13,2.9,86096.0,2315.36,7.782268549,14.97270001,0
14,1.25,78065.0,2421.32,7.491189385,16.81335762,0
15,2.03,219785.0,2769.46,6.714422269,16.62753956,2
16,2.43,213939.0,2120.77,6.438642896,16.21646917,1
17,1.4,186821.0,1502.22,7.670736725,16.236545,2
18,2.44,192027.0,3128.62,7.271086214,14.73664504,1
19,3.42,162196.0,1483.54,7.087546235,16.2344034,1
20,1.98,125205.0,3469.27,3.555392857,15.19333921,0
21,3.42,133159.0,1469.95,6.308768755,16.34558311,1
22,2.08,221954.0,1172.71,4.718751178,15.94785765,2
23,1.73,105143.0,812.25,6.043696112,16.09351717,1
24,3.25,317967.0,1466.74,6.095479348,16.29660469,0
25,2.08,189056.0,2006.95,6.148548429,15.12652693,0
26,3.42,85530.0,1939.16,8.033252397,15.09982799,1
27,3.42,115368.0,2885.83,7.497239451,14.09046429,2
28,3.27,118096.0,2783.66,6.371494915,17.48298876,1
29,1.89,78065.0,620.61,5.413848709,19.0478535,0
30,2.28,286097.0,2541.07,5.322952645,18.14150625,1
31,1.13,261835.0,2469.44,6.952552348,16.13656154,2
32,1.71,186423.0,2532.97,3.555392857,15.39197529,2
33,1.98,370918.0,2133.84,6.167148454,15.12382905,1
34,3.42,78065.0,799.65,6.67286676,14.44953182,2
35,2.33,193374.0,620.61,7.236011307,15.39560728,0
36,2.35,267834.0,2247.27,6.952364761,17.19191416,2
37,1.69,78065.0,3832.34,8.074172408,16.07465444,1
38,3.14,78065.0,1962.33,4.14365698,16.4177479,1
