,Yield (tons/acre),Time Since Sown (Days),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C)
0,1.08,1141,145471.0,1587.16,6.253819326,15.02195714
1,1.18,386,127864.0,586.86,7.033806772,16.49859009
2,0.95,435,143527.0,1660.85,3.763030939,16.55666633
3,0.83,421,149934.0,2494.99,3.261751493,16.09575184
4,0.66,1465,168128.0,2509.79,5.587956999,17.22551602
5,1.5,461,146761.0,629.67,5.737162319,19.05044379
6,1.48,426,264746.0,1148.94,6.522170096,16.70837845
7,0.73,1007,420938.0,1255.75,4.755875422,15.15039171
8,2.89,1100,263467.0,2035.22,4.511027237,15.26050816
9,3.08,1199,469473.0,2282.17,1.534168758,16.92447944
10,1.0,437,269185.0,1880.51,2.52425079,17.64541523
11,2.59,1242,173308.0,991.38,3.955374669,16.53700557
12,1.74,417,152760.0,2571.34,3.032123388,17.37961464
13,2.74,389,168280.0,764.95,6.47166907,16.98691264
14,1.59,770,134090.0,882.59,2.066040238,15.90005416
15,1.08,415,111928.0,1163.3,1.94082798,16.74928953
16,0.64,501,265552.0,847.14,4.667582163,16.79492005
17,1.31,466,147176.0,2409.16,3.331230943,17.30796916
18,1.05,1343,140894.0,2267.99,1.956869254,17.74101694
19,1.7,1124,161468.0,2828.53,2.887759995,17.10960377
20,1.66,428,259501.0,945.29,3.273904144,16.11338122
21,2.42,1084,355452.0,1090.67,2.003849803,16.86549471
22,1.07,774,351203.0,2515.27,1.966582106,16.5169211
23,2.28,407,121970.0,1133.74,2.392728604,16.3883411
24,0.8,1418,277253.0,1646.5,4.893339608,18.4803748
25,1.0,383,166026.0,1820.83,3.683877694,14.1257663
26,2.38,1147,141609.0,1044.45,7.856199552,15.91119279
27,1.96,807,284911.0,2084.69,7.016208891,15.37954988
28,1.73,1133,140296.0,993.89,6.430160727,17.46895188
29,3.47,1213,356413.0,1996.44,7.119465882,17.70542929
30,1.97,1166,267419.0,1978.99,4.879824677,16.90333903
31,2.18,370,251447.0,1101.66,7.188860867,17.11194685
32,1.38,325,128945.0,727.44,5.560444512,18.86250889
33,1.22,1102,405361.0,2325.79,2.345894311,16.72034945
34,1.24,472,137515.0,2576.76,5.323663095,17.10136604
35,1.99,426,127424.0,1832.21,3.910825891,16.81134878
36,2.81,387,140295.0,1738.51,2.835313736,17.06958854
37,2.38,795,132195.0,2324.57,2.714774215,17.11173244
38,1.53,403,141600.0,596.53,4.971152712,17.50050884
39,1.01,419,140372.0,991.52,1.50088301,15.68944015
40,1.9,383,255724.0,876.96,7.013840204,17.08567344
41,1.95,1151,249751.0,3894.92,5.621413478,16.18883269
42,1.19,458,145500.0,3094.96,6.190164884,14.32773371
43,2.08,709,132824.0,928.74,4.723983018,13.91523988
44,1.31,1130,137353.0,1615.1,1.386114326,15.53858018
45,1.63,508,265037.0,3098.29,6.273931235,16.72264214
46,2.87,348,101826.0,605.84,2.045759525,16.96968974
47,1.13,454,416913.0,2734.81,4.832951815,16.77670295
48,1.07,800,383720.0,989.9,3.052401776,16.78367528
49,0.53,381,354191.0,1048.34,1.438986092,16.27008169
50,1.22,750,271396.0,788.37,2.617289262,16.60612794
51,0.91,436,375408.0,1866.53,5.12181357,16.34554132
52,0.97,1126,351297.0,2264.15,1.994860881,15.18830841
53,1.88,795,258732.0,1087.91,3.453390862,16.88497453
54,1.21,378,149771.0,1319.77,7.552192038,15.78129459
55,1.45,427,136894.0,1809.61,4.752380187,16.46426869
56,1.21,1181,144149.0,870.78,6.173954237,15.79050918
57,1.8,397,149599.0,1169.01,4.366014814,14.38164833
58,1.05,1196,356495.0,4002.33,4.726726168,15.07904125
59,2.13,443,349531.0,1020.19,6.503566762,16.87030012
60,1.6,789,267249.0,2563.83,3.644441302,16.8605089
61,1.85,1181,155738.0,1498.28,7.388343605,17.69596096
62,1.3,833,373733.0,1543.66,1.383186092,15.37367245
63,3.12,825,377243.0,4186.91,5.9251505,16.8915923
64,1.95,447,141492.0,1923.45,1.701385107,16.52992986
65,2.58,1139,147609.0,2416.28,7.054579623,17.07368333
66,1.75,1222,172057.0,2182.62,5.332626578,17.55244912
67,0.84,797,249937.0,4674.51,3.030939503,17.83861411
68,2.63,421,128031.0,1163.12,7.250623456,16.79442205
69,1.07,430,159448.0,793.57,3.565147161,15.59869534
70,3.6,420,142809.0,1939.29,1.914785224,15.25273749
71,2.52,832,156055.0,1546.06,5.769012497,18.20856581
72,1.52,394,142348.0,921.16,1.279627946,18.378646
73,0.94,388,130529.0,617.89,6.742431341,19.17294484
74,2.07,1289,171849.0,2417.83,6.211247832,16.9927366
75,0.94,493,163799.0,1380.95,7.143865133,18.87548299
76,2.95,1164,293967.0,1883.83,1.200464518,17.03299553
77,1.77,1171,134053.0,2985.61,2.696994796,18.34292126
78,4.13,476,157776.0,1576.93,3.708381295,17.10134643
79,2.42,422,373048.0,3371.08,2.135994812,16.87890108
80,1.75,428,139119.0,772.42,2.673628861,19.25873093
81,3.0,296,243771.0,1244.11,5.272078601,15.03627721
82,3.21,1132,361484.0,1712.06,1.845407673,15.84117062
83,1.64,844,288939.0,2132.22,2.672582866,16.65150043
84,2.76,779,376839.0,2551.9,4.200444875,17.52112972
85,1.86,802,272796.0,1002.85,4.98141093,15.42742833
86,1.34,469,261985.0,1688.18,1.538248968,13.79847142
87,2.08,446,144951.0,923.8,4.113502951,16.09611484
88,1.35,1155,367067.0,2054.15,5.0243861,16.31446256
89,0.95,788,126101.0,755.46,3.393422284,17.34276733
90,0.74,406,122518.0,895.5,3.137975699,14.7627314
91,0.98,1158,182088.0,1085.65,4.826137369,17.62789952
92,1.24,791,147139.0,2776.23,5.371688886,16.7780261
93,1.8,483,264078.0,2354.91,4.818566339,17.25981201
94,1.73,389,133275.0,3255.93,1.951573651,17.38915599
95,0.64,456,154401.0,941.02,3.205575699,16.54459718
96,1.54,1222,269726.0,3467.14,1.456772249,16.13292833
97,2.88,366,145986.0,875.18,2.709781895,16.5072797
98,1.67,436,243177.0,1069.67,2.677173514,16.69374064
99,2.03,583,147525.0,2096.37,4.038389347,17.16274702
100,1.37,1139,170214.0,2437.83,6.232498459,18.07974872
101,1.34,774,359931.0,2242.49,5.858150081,15.42455707
102,0.9,391,146396.0,1042.5,6.174458556,17.56669713
103,2.48,365,133091.0,1000.75,7.038715398,17.09824191
104,1.89,791,385030.0,1639.08,1.925023352,16.88016209
105,2.23,431,382724.0,1146.75,2.404547561,17.26498212
106,1.68,433,354178.0,860.86,1.30692656,17.05710412
107,1.22,1040,251770.0,1693.45,3.633670144,16.93083285
108,4.41,1142,361909.0,3772.13,2.426497962,16.43156729
109,2.02,344,129291.0,2293.6,5.816228764,14.41854104
110,0.84,1072,378628.0,1658.56,4.37278628,17.35469613
111,0.9,1359,143413.0,654.75,3.588582149,16.9786111
112,1.79,470,176632.0,931.33,2.403493626,16.36625292
113,0.97,447,153300.0,996.38,3.432905919,18.44721132
114,0.96,510,269448.0,1232.38,6.023550878,15.62569708
115,2.01,413,143867.0,902.38,3.848698551,19.630501
116,0.6,472,158272.0,1329.4,6.9521831,17.77727666
117,3.84,376,123788.0,799.98,3.647393245,14.42360399
118,0.76,477,166515.0,2490.52,2.853457859,17.35125152
119,2.34,356,133628.0,1545.36,5.900006461,17.59760323
120,0.98,802,290514.0,3239.05,2.976622941,17.0431928
121,1.01,422,132363.0,3195.02,5.404935227,16.68119034
122,1.83,1163,339488.0,1637.15,5.358251589,17.46761095
123,1.64,419,365404.0,2914.43,6.450800926,16.64712907
124,2.35,818,164685.0,1647.27,2.03761974,16.18046375
125,1.64,382,146041.0,1450.86,1.765490159,15.66550774
126,1.08,491,135317.0,2054.25,2.244970399,16.90245826
127,1.9,1166,147685.0,3585.16,3.118942591,16.56867301
128,1.05,427,92677.0,883.87,4.637959451,16.35716099
129,1.23,383,133998.0,1388.77,2.683632253,14.49069885
130,0.67,478,381842.0,2105.85,1.541381478,17.90225444
131,2.87,1147,351647.0,1895.7,5.117648088,15.848339
132,0.77,468,153966.0,1034.98,5.413347873,17.37495064
133,1.84,452,148542.0,1561.17,3.627956844,17.59916127
134,1.3,438,169710.0,863.99,7.499886298,16.01264104
135,2.39,413,162490.0,1985.2,2.556237044,16.49086537
136,2.29,437,165421.0,2824.64,7.472202101,17.16763012
137,2.69,1197,120259.0,3599.1,5.568240939,16.22379814
138,1.41,275,267969.0,1396.67,1.997177131,13.40064544
