,Yield (tons/acre),Time Since Sown (Days),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C)
0,1.81,822,248686.0,1832.12,0.401038795,13.98644147
1,1.62,505,351816.0,586.86,7.053901923,16.04207041
2,1.19,1146,138662.0,3155.64,2.985792846,16.08696103
3,2.69,1190,159772.0,632.58,6.327623454,16.92554973
4,0.81,867,135700.0,3728.45,6.441620906,15.43467204
5,1.26,1199,245851.0,696.67,2.432615448,17.09147205
6,1.34,761,258927.0,812.74,6.342858495,16.24005644
7,2.07,1029,370647.0,586.86,6.850030299,15.9016141
8,1.35,411,136792.0,1375.12,7.628224445,16.80938072
9,3.17,831,148254.0,1240.64,2.788410324,18.50321408
10,0.98,1184,246659.0,1431.07,1.651022776,16.5616767
11,1.62,465,370592.0,2329.95,0.734937089,17.09346474
12,2.1,812,368878.0,1704.37,6.749316927,17.20996167
13,1.11,1117,349635.0,2642.6,3.675757919,16.9170536
14,1.44,838,367403.0,2513.15,5.706507115,18.26222946
15,1.33,810,385599.0,1645.55,6.097954066,12.45029495
16,1.52,1136,231030.0,1532.48,2.708612841,17.4533585
17,2.01,799,246797.0,697.31,2.425883442,15.46254612
18,0.81,432,353638.0,957.0,0.31422615,17.35171079
19,1.5,814,136848.0,1192.09,5.402861087,14.58439694
20,0.76,838,288077.0,897.53,2.135361937,14.33074834
21,2.38,1180,349509.0,3507.61,3.604833469,17.36770817
22,1.74,1138,301364.0,3305.08,1.822943264,16.48780741
23,0.69,881,263792.0,1360.41,7.425013927,16.36781391
24,2.52,1164,359874.0,1356.94,5.941641038,17.46538687
25,1.35,1190,360348.0,2153.04,5.28983973,16.73178798
26,1.47,1177,384096.0,3846.65,1.199412924,15.04560359
27,1.5,1169,251951.0,1901.38,6.369700192,16.62700781
28,2.46,1144,217836.0,2375.91,5.913017131,13.41786864
29,2.41,1130,230207.0,663.14,2.745097652,15.93627758
30,1.26,840,265813.0,2146.94,5.316388769,13.62658947
31,1.67,783,234539.0,2007.46,5.547142042,16.84253547
32,1.3,484,153846.0,586.86,6.961816463,12.36018622
33,1.35,841,356202.0,1559.46,1.770437755,14.95518183
34,2.15,1161,377765.0,2166.21,1.26909363,16.8708424
35,1.35,1210,391175.0,1731.68,1.466679488,17.07595499
36,0.91,1165,253028.0,958.81,5.63718774,12.92770997
37,1.18,1171,251491.0,3085.88,7.578234791,13.43301813
38,2.11,806,354719.0,2165.43,6.829253212,15.85348229
39,2.05,1173,209312.0,717.53,1.177175852,13.23858733
40,1.6,458,345716.0,2095.1,7.188501081,15.92889191
41,1.49,448,122417.0,1735.35,7.933353739,13.01276768
42,1.12,841,259166.0,1215.19,1.714825987,16.95133579
43,1.44,733,199260.0,3878.31,5.371996503,16.93812061
44,2.49,1200,136207.0,2097.96,7.254496988,15.52314033
45,1.63,321,135558.0,3643.22,2.725605387,14.35577589
46,1.37,764,409977.0,1613.93,2.297661509,15.67659231
47,1.41,1219,311511.0,2255.53,0.946641846,14.83874932
48,2.48,1145,120791.0,2022.34,5.987862678,16.4659984
49,0.95,1203,264978.0,2010.29,-0.023701628,16.57682908
50,1.65,781,251372.0,2021.55,3.711133485,13.56508035
51,2.85,1107,137997.0,2421.18,6.484617534,12.98573123
52,1.33,483,114393.0,1898.64,6.235903104,12.69595148
53,1.45,1478,356322.0,1775.21,3.943842982,15.82057261
54,2.41,790,374455.0,2524.3,0.979901577,15.37569288
55,1.57,825,146398.0,2541.17,4.087035178,16.62114513
56,2.43,778,140594.0,1299.87,2.579257647,13.10053829
57,2.58,1223,276763.0,2230.35,2.391544278,15.3683311
58,1.71,802,266907.0,2101.96,0.850904836,16.79302048
59,2.6,1211,375467.0,3046.95,5.060074396,17.90419281
60,3.29,1139,146804.0,2885.92,1.935699558,17.32102748
61,0.88,767,133881.0,1148.76,2.064146212,13.40803206
62,1.51,736,380434.0,2815.53,1.685516768,15.68012336
63,1.32,1192,362507.0,1854.8,3.346755751,15.16515379
64,1.58,1145,377013.0,1791.55,1.766570503,17.48612829
65,3.15,1139,345004.0,1443.64,1.852532184,12.0100438
66,1.94,1159,383313.0,772.88,1.043338131,15.13918812
67,1.48,761,250024.0,2099.8,7.299957403,12.47467025
68,0.98,1204,387072.0,2062.56,0.771149258,12.20253315
69,1.41,1197,133155.0,586.86,6.027793722,18.18226027
70,1.25,864,378668.0,1810.54,1.548347442,17.25761397
71,1.68,1011,366318.0,1590.0,5.073617629,15.7310494
72,1.72,455,175924.0,2719.78,5.981107039,17.34488596
73,1.3,823,121451.0,1380.44,1.562850866,18.17167523
74,2.1,428,240029.0,1616.82,6.503014343,15.48910831
