,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class
0,1.4,78065.0,3742.84,8.147331538,18.53684843,2
1,1.56,213763.0,4215.53,7.645703075,16.01952748,1
2,2.48,78065.0,4214.31,6.922210227,16.80730197,2
3,2.15,78065.0,1841.1,5.23634351,16.4969792,2
4,2.06,284960.0,2419.65,7.181803448,15.89388538,0
5,3.34,385864.0,1907.51,7.011310545,15.11847397,0
6,1.75,277655.0,620.61,6.4385088,15.091623,1
7,1.26,370021.0,1901.73,6.774979865,18.15552044,1
8,1.01,177908.0,2212.04,6.905775667,15.59882634,2
9,1.17,78065.0,620.61,6.843917094,16.83869654,1
10,2.03,78065.0,1876.59,3.253768116,16.10380256,1
11,1.52,162232.0,3584.31,5.011460071,17.00151801,1
12,1.47,135429.0,1697.04,8.025061975,16.50505848,0
13,1.89,226138.0,2709.64,7.160847245,16.02984219,0
14,1.26,280611.0,1725.31,8.579391481,15.81162738,2
15,3.28,291065.0,2714.66,5.471832569,16.36956117,0
16,1.32,179722.0,5006.9,5.780354088,15.47138307,1
17,1.5,100262.0,2173.78,6.392221878,18.81926733,1
18,1.97,267352.0,1518.29,7.15922023,16.15458352,0
19,1.9,192719.0,3051.4,5.422902983,16.36330236,0
20,1.45,189405.0,1877.35,6.872730926,16.58815531,2
21,0.93,196953.0,2852.18,6.013380455,15.26095765,2
22,1.54,195467.0,3292.86,6.61771739,16.14233195,0
23,2.45,94682.0,3188.44,6.243573897,17.43581715,1
24,2.18,179511.0,3821.95,6.703476568,18.2043949,1
25,0.91,78065.0,3347.54,6.180428178,14.71268552,1
26,1.22,214124.0,5006.9,5.010332431,15.51045415,0
27,1.94,271604.0,3404.23,6.333021275,15.03755756,1
28,0.81,78065.0,1635.09,6.391215584,14.09046429,1
29,1.77,270500.0,3633.07,6.825945661,15.23878666,2
30,1.09,367523.0,1670.94,6.59006627,17.3769751,0
31,1.66,260285.0,1714.31,6.074921405,15.45898881,2
32,1.05,171238.0,5006.9,7.021338348,16.07992078,1
33,1.99,78065.0,1579.85,7.129442169,15.3832287,0
34,0.5,252854.0,1258.09,7.482371653,15.15410096,1
