,Yield (tons/acre),Time Since Sown (Days),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C)
0,0.73,871,364402.0,2530.9,5.45586489,17.19100416
1,0.49,1191,365107.0,4707.31,5.936420708,16.65271629
2,1.6,461,151724.0,1465.96,7.388211398,17.71958622
3,1.53,723,262131.0,2102.51,3.617832332,15.30159878
4,1.87,798,250798.0,2478.29,5.542841699,16.51045764
5,1.29,1092,340891.0,1843.64,2.207745709,15.70472878
6,1.21,457,143256.0,1007.64,3.373021897,16.56710834
7,2.32,399,133330.0,1345.62,5.630081632,15.61785237
8,1.01,828,260558.0,1158.19,3.950130569,16.24203607
9,1.01,1152,366980.0,2031.51,2.927876785,15.7463575
10,2.5,731,258285.0,1883.67,4.82501003,16.46698047
11,0.74,862,328442.0,2662.48,5.44693676,16.91849814
12,2.11,437,137610.0,1681.04,3.558160963,16.55683546
13,0.63,1204,377838.0,4025.31,6.645083457,17.6403241
14,1.2,1060,432272.0,3599.61,3.956188424,15.45910995
15,1.86,817,260527.0,1949.4,4.678641711,15.92720197
16,1.14,491,160729.0,922.64,2.651688625,15.89157318
17,1.23,469,153158.0,883.81,4.014205902,15.80604143
18,1.08,818,262396.0,1867.84,3.849079569,16.30972887
19,2.63,767,248589.0,2006.97,1.350733218,16.06990284
20,1.62,804,256905.0,1355.48,2.839599324,14.0667031
21,1.68,460,147332.0,1687.6,4.408943212,17.09630362
22,2.43,701,349051.0,2263.6,2.561544086,13.94654778
23,1.83,1156,371550.0,1875.11,2.46470668,15.02894316
24,2.43,708,319064.0,2690.83,5.425397798,16.56254746
25,2.22,759,241583.0,1370.07,2.128172538,15.25505608
26,0.9,1216,388071.0,3656.91,4.663097318,16.57907556
27,2.8,392,132332.0,1750.13,5.671885631,16.47506698
28,0.44,893,291362.0,1795.91,4.95406902,16.87516278
29,1.34,828,264502.0,1867.69,5.958099705,18.10557393
30,0.91,821,336754.0,2397.28,4.121645724,15.65098947
31,1.22,843,245116.0,2438.82,6.819118222,17.49786186
32,0.88,1192,253528.0,1979.26,2.178315968,15.17389277
33,2.61,398,172641.0,1165.76,3.363446312,15.91719643
34,1.08,1179,371017.0,1903.92,2.381222335,15.50258712
35,1.73,418,130194.0,1291.84,1.371278441,14.90730089
36,0.84,884,270244.0,2140.44,6.108912756,17.0627904
37,1.4,393,139543.0,1071.41,6.466788913,17.18131729
38,1.83,471,146213.0,2503.15,7.404142428,17.18251384
39,1.77,1124,350311.0,2322.29,2.430446801,14.51026064
40,0.63,1209,387541.0,2405.29,3.966952228,16.36142861
41,2.3,284,119700.0,912.96,2.847041077,15.35463048
42,1.17,443,155502.0,1036.49,3.80523943,16.3612462
43,1.46,296,125877.0,1496.82,5.976493386,17.50805256
44,1.46,386,122811.0,1366.08,6.721541713,17.65816767
45,1.02,503,140336.0,1051.05,3.39912005,16.20341942
46,3.35,1145,374093.0,2654.39,2.066902997,15.17468625
47,2.09,369,123728.0,1005.09,3.369386389,15.63498326
48,1.98,774,257663.0,2329.13,7.530780957,17.25012253
49,0.55,1192,381736.0,3439.24,3.744464486,15.70988281
50,1.73,796,251220.0,2238.52,1.914440855,13.72699574
51,1.18,763,347684.0,1796.12,2.789337056,16.48291408
52,1.46,780,218989.0,2414.13,6.047547598,16.97684089
53,0.83,436,155412.0,1435.85,7.875147029,17.39337943
