,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Max Temp (C),Avg Min Temp (C),Class
2038,4.48,354427.74,2166.76,14.88994671,2.118117229,5
2039,4.56,132123.53,966.71,14.85992683,2.55902439,5
2040,4.56,132123.53,966.71,14.85992683,2.55902439,5
2041,4.58,132123.53,966.71,14.85992683,2.55902439,5
2042,4.62,132123.53,966.71,14.85992683,2.55902439,5
2043,4.69,132123.53,966.71,14.85992683,2.55902439,5
2044,4.7,132123.53,966.71,14.85992683,2.55902439,5
2045,4.93,132123.53,966.71,14.85992683,2.55902439,5
0,0.28817833680958693,375719.1029523388,1819.6284867271554,16.29730074473131,3.5685550003155546,5
1,0.3018879402555363,374870.74129874405,1635.806605555389,16.44778322343458,3.6508579015769924,5
2,0.28615714449022783,371904.8375040492,2408.1628446952973,16.379187649031365,3.776924678116084,5
3,0.29739050993917043,368793.5457890094,1640.4146740380575,16.2857194691123,3.778153188341415,5
4,0.24657709480384285,333756.83567094384,2522.6270445146533,16.37398858800267,3.7749467425432495,5
5,0.27780572163482453,370057.34656325897,2259.191042507689,16.415597904733968,3.701364139909341,5
6,0.29015997776252767,390486.31449426245,2291.3135848266866,16.292138051297975,3.7505419418474046,5
7,0.3102820012823266,354638.14692101686,1680.9216117145618,16.36931770493735,3.50894704369398,5
8,0.287292671743266,404398.57486717915,1748.262215961604,16.41452581118982,3.694613775875402,5
9,0.2455483968691646,387465.7164696083,2313.8218410339896,16.281235859203324,3.5100294398170067,5
10,0.3023414594897558,368394.6843832378,1664.6168270050753,16.42431282022777,3.621925435633228,5
11,0.24530044656154698,394534.96984738926,1830.7308519118706,16.432096403051478,3.63046644805385,5
12,0.327124518423367,381386.3438752203,1917.534889019164,16.440689820105362,3.614166905931767,5
13,0.2687090398839718,344555.04009042715,2246.6695759144486,16.46822509599083,3.7525690876632996,5
14,0.24853757789539171,398922.5099224916,1946.9276418720551,16.382985447444998,3.6387248959459315,5
15,0.25554831868983613,394014.921301148,2434.1574488731185,16.33786503035884,3.5404986294013967,5
16,0.2729952732377899,406470.2566784489,2311.1796130580487,16.359040545512244,3.7820385101699303,5
17,0.31368557708746314,391216.887344861,1808.7376338989648,16.43844459766272,3.628301310881919,5
18,0.24216750152402408,384907.4556387151,2020.2835824759154,16.404318897625718,3.6932727673425196,5
19,0.2681312483393891,364875.22942776675,1877.6250757766798,16.430692609496745,3.704071349268449,5
20,0.2369776009765791,350898.46886683133,2109.3167547827575,16.30411139023404,3.6236070373211704,5
21,0.3435552895628092,376217.2719023962,1992.9953040693172,16.30187528991334,3.652585539596506,5
22,0.23583605796191817,332554.85259086196,2134.226644714321,16.447127132133367,3.596642679811215,5
23,0.2658518926127012,400392.354274912,2180.8640882056775,16.418056771799904,3.740039117248065,5
24,0.2551652553139759,367781.0313029264,2044.9129686531733,16.327417671757384,3.629214896170788,5
25,0.33304938198578565,389824.18339962413,2358.5248191078877,16.49585274029016,3.7637935545714223,5
26,0.32236376369967756,361042.7788782144,2236.830894574791,16.250719436677905,3.506586100448594,5
27,0.3091854889444303,393609.08088110405,2274.5669698676033,16.375320942269532,3.6126169231310734,5
28,0.3095043167017576,332406.1813892018,2107.983813670683,16.349695004610492,3.5163465650269012,5
29,0.31691062240994267,370490.28246445366,1724.8681005351054,16.301219349191143,3.8157457088684614,5
30,0.33820910109489183,399908.23832987883,2190.598702513402,16.33755598761379,3.6716308156653468,5
31,0.31624731182228316,337033.45575809496,2118.5345290974205,16.33506007229423,3.7109674240952164,5
32,0.24073861123395707,368429.1672311912,2420.8664114387566,16.511004329170092,3.5065552926659316,5
33,0.29793428503510555,353114.8029320184,2459.6049682153416,16.25336460220335,3.69731275023618,5
34,0.29715723182866877,394539.59109034156,2142.774445403219,16.242159443606717,3.607707480935834,5
35,0.29453732970616303,364110.7416034947,2477.3588059165313,16.425570813640753,3.7616245095688936,5
36,0.3263029363985112,339735.364496532,2180.119507727333,16.305419619214618,3.7896422474715026,5
37,0.29550782257845515,344550.05690441234,2309.7602423129747,16.455135256297886,3.7634000099769485,5
38,0.28885301110073625,339364.7828076681,2125.3421111211223,16.408693769790396,3.7425852847609864,5
39,0.29782850328310073,382378.1520631658,2510.6725689512323,16.481329361457643,3.6036789126090403,5
40,0.3408745154929729,407387.5976227759,2037.4095597894052,16.35382378028411,3.5330300594015713,5
41,0.2384954697364569,360929.33139204903,1931.4919512869983,16.259460723362906,3.590288474831082,5
42,0.26053816159778376,391276.4996732602,2054.065208156725,16.317851804199424,3.824244160296372,5
43,0.26912304130201764,373498.7155953102,2521.632016195121,16.370564481496523,3.5366628927966803,5
44,0.330244600849893,390662.5350044139,2154.405268066126,16.42178164238466,3.8032737067463596,5
45,0.2386155043618145,355704.07046656706,2374.859389152583,16.286659967574384,3.668804783229958,5
46,0.3065013136975139,346369.2958762626,1958.228542521587,16.464059417567967,3.597223575708206,5
47,0.3130024666988443,336142.5979360843,2310.487363054862,16.309350264280052,3.754380458859464,5
48,0.3300417884525463,365497.7512006593,2405.8427175644915,16.23797663117672,3.778588614088672,5
49,0.28696991902142216,350424.2746163389,1847.8989477670696,16.247191252233726,3.5740724889658257,5
50,0.29723322024297805,343899.8059249873,2432.626483043078,16.430391296490285,3.5703351296269785,5
51,0.24426981704109277,344043.38022922195,2011.3723336874505,16.357937688062496,3.8521013960603687,5
52,0.32655280197578934,397543.9514308447,2166.286964864081,16.41620909439565,3.6895244976009645,5
53,0.2730819135194438,373921.5566464143,2386.7246518273264,16.449965934472477,3.781917535796546,5
54,0.2748072008267844,368867.4679110288,2345.5015733679097,16.407264760062667,3.6920641969110775,5
55,0.3160788618441214,337787.1927684871,1893.1916217101857,16.491043580745707,3.6898027803145013,5
56,0.31812643369764904,373162.704484528,2512.22032355064,16.3007051431658,3.6369866434250087,5
57,0.2908252149643387,395225.8994124602,2010.8521737827932,16.50211419052886,3.8019055548313063,5
58,0.3151932440456336,333095.95710363844,2052.6587127242196,16.492688846190642,3.5957870500179534,5
59,0.2987921790462411,375700.77679457236,1649.628665698809,16.329797184171117,3.8330352187594405,5
60,0.34668459264597573,338552.1727586829,1816.8859771264702,16.310742702055435,3.7573755449922093,5
61,0.28609804863943467,385386.38384427124,1935.406251549689,16.42891940313519,3.7878088485316606,5
62,0.2812991837039529,386335.2234599838,1840.157204011783,16.444838755190716,3.6301810282828852,5
63,0.28747945764401883,364401.79848008254,2359.3039517445504,16.32134390238884,3.7460159681338907,5
64,0.27807558404515076,387840.9510452199,1822.9127791916246,16.32103567865525,3.6385215089963783,5
65,0.2939449691353104,367922.188183254,2447.5252692479617,16.26922818815429,3.5701417635429853,5
66,0.30815343581800403,335609.22741972917,1786.0587479152996,16.44772509478605,3.532692536075267,5
67,0.2664030572531049,359229.3594872592,2148.6359655749775,16.41288478502416,3.754793477174898,5
68,0.3011690992403758,387646.77517509006,2104.269728088431,16.41867223224441,3.627390781413367,5
69,0.24473231307122212,353992.23814991326,2262.8942429973126,16.411964824527868,3.690625527452524,5
70,0.28249675082503045,345457.3520276734,2200.7033332724227,16.243761330410447,3.5319066250924314,5
71,0.34218302497720154,351511.74391466856,2381.2689634606936,16.49305885049466,3.6595214140071297,5
72,0.26499216563672706,386629.8762109445,2183.367696441027,16.424594901283363,3.725460468790901,5
73,0.31229298137727624,398658.2674046256,1803.951443013475,16.475007927953758,3.791696281423123,5
74,0.34171255817623203,388057.48179411644,2225.1391444650017,16.43790438868031,3.5602660014939636,5
75,0.25213016643959224,380873.64972932084,2530.442358298458,16.48277790488389,3.6180535817294945,5
76,0.29826136517422097,388756.7074882338,1886.5409854925936,16.315905323371037,3.5305760466251233,5
77,0.3401722089878098,349585.33040135575,1670.841176616924,16.452717008309627,3.5796376464901725,5
78,0.26701606265604627,400357.58114796417,2021.6759212051447,16.32289638764449,3.585457207651931,5
79,0.26424614213905595,350776.2002831819,2371.1327867393798,16.311733308711297,3.5673663616057225,5
80,0.28052527591861687,394221.6402104572,2326.900758138732,16.303151938275263,3.800020057449758,5
81,0.313212301676007,340087.3504460801,2265.3827900675874,16.323636849397285,3.7772582953793297,5
82,0.25228965463741443,339830.8049397369,2276.855057943993,16.436456306044587,3.522439125903821,5
83,0.34213406589406437,389021.8561438623,2027.041341168469,16.336961249351408,3.597917829002504,5
84,0.3282477257087415,352486.2507812938,2259.1957921162184,16.397923978244464,3.519090910130593,5
85,0.2535500201131761,385297.15535285394,1822.732359090966,16.366722683176587,3.638651738200408,5
86,0.28836903506956,393499.8343670436,2157.5642299625633,16.234593955473567,3.7808191684932444,5
87,0.2518273177547366,405863.4598741834,2505.0265591671246,16.242908446439273,3.5977860367937424,5
88,0.2907708810708043,346002.1657409218,1678.13998407795,16.442449442082996,3.7787843366130214,5
89,0.23715621369518583,353056.5083073558,1718.9362774720548,16.30680671411432,3.809796156809628,5
90,0.315484359830249,350535.39238182455,2353.9385918707576,16.237389607750874,3.5850062260075726,5
91,0.3152448836273497,352560.4500250991,2339.975104530528,16.373730881413426,3.5244173047736154,5
92,0.2732890584345524,385654.0358659356,1755.7577794437896,16.51092661495296,3.6842169413404346,5
93,0.31565859108217237,363597.90054891905,2197.8439283474954,16.27618481224376,3.8625064949089607,5
94,0.2727195250107553,350771.6959399764,1862.384884755561,16.505797365176047,3.6902429764862577,5
95,0.2486709497751936,349590.66410379205,1852.5105204279246,16.253226908969488,3.828986809843711,5
96,0.2990148319564869,395469.3216735311,2471.9184933575543,16.48890169225597,3.5419538726440383,5
97,0.3365088210537058,365978.21114592446,2150.6176468156455,16.277682500562033,3.6014402502780585,5
98,0.2961993401139495,384537.9725906883,2153.534350486329,16.264393765574077,3.6127553492745403,5
99,0.24046338854631433,354666.28190389334,1792.4983981584,16.40533240175458,3.573377149789332,5
100,0.3189829433807758,362106.3194150835,2107.62165645193,16.400415873197172,3.5801824291777864,5
101,0.252278653400708,382112.426654389,2394.8976996902356,16.331712182530225,3.760865317467746,5
102,0.29359597517067,364984.8481468897,2248.207520685551,16.50457460278794,3.6540097742136672,5
