,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class
0,1.92,294858.0,2751.63,7.373615457,15.40130702,0
1,0.21,300120.0,2733.0,6.533711648,16.70468566,1
2,1.65,173097.0,1499.28,4.124218425,17.29770366,2
3,1.78,201838.0,2345.47,4.521881865,17.12497244,2
4,2.45,78065.0,1787.94,4.900384022,17.83985084,1
5,0.2,93103.0,3943.69,6.844104686,15.92625362,0
6,1.53,165162.0,1438.98,8.579391481,16.97436777,2
7,1.43,230472.0,1588.64,3.961096727,16.14060804,0
8,0.2,317337.0,1525.9,5.346740983,19.05970456,1
9,2.12,254859.0,4641.88,6.684144129,16.83029346,1
10,0.3,118258.0,2335.77,7.086071335,18.04006007,0
11,1.44,154874.0,1634.5,6.548114455,17.2295441,1
12,1.85,379535.0,1990.45,6.04384117,19.08972973,1
13,1.12,289564.0,5006.9,5.839117591,15.75275647,0
14,1.62,169320.0,1852.34,6.905871963,17.00009715,1
15,3.39,78065.0,4073.88,4.778796641,16.17151917,2
16,1.84,120582.0,824.64,6.215016534,18.62295446,1
17,1.16,184492.0,620.61,7.473596801,16.00632728,0
18,1.39,113897.0,1862.6,3.608935877,17.57509778,2
19,1.18,78065.0,1579.79,6.608408539,18.35488842,1
20,1.18,405654.0,1623.89,5.858403873,17.3872986,1
21,1.25,123437.0,2033.67,4.151328508,16.03006181,1
22,2.11,459313.0,1845.51,5.904291127,15.47364801,2
23,1.11,300573.0,1568.92,5.277923969,16.2458864,1
24,1.17,157260.0,1507.55,3.348267149,16.9033506,1
25,2.85,264999.0,2695.43,3.994217126,15.279242,2
26,1.8,251764.0,2774.76,7.533146142,17.50068448,1
27,1.86,277413.0,1135.02,7.267849787,16.20574323,0
28,3.39,227080.0,1808.36,4.282560269,14.8353554,0
29,1.53,261706.0,1652.18,4.39039334,14.82121922,1
30,1.94,100035.0,1855.98,6.076522415,14.09046429,1
31,0.38,295702.0,5006.9,6.616322884,17.14937177,2
32,0.44,220292.0,1081.34,6.261448328,14.09046429,0
