,Yield (tons/acre),Time Since Sown (Days),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C)
0,0.99,392,148433.0,1400.9,6.035085114,17.39059787
1,2.63,1084,78065.0,2222.72,2.888182473,16.52526245
2,1.68,432,266135.0,1351.43,3.780273655,16.95486517
3,2.44,1128,145432.0,1151.89,2.180330336,15.90869571
4,1.63,374,88065.0,895.91,6.253049177,15.43074846
5,0.8,823,271578.0,2463.85,5.839911411,19.2320828
6,2.37,379,128245.0,592.47,2.804455233,18.25228952
7,0.91,441,225702.0,586.86,6.384254909,16.1349966
8,1.93,1110,100781.0,2436.46,4.40638484,13.61846207
9,1.34,1140,246050.0,3042.58,4.844342263,15.20686986
10,0.92,450,123250.0,926.42,4.374631143,16.93662751
11,2.28,374,232954.0,1206.06,1.938230155,16.96231408
12,1.71,387,141867.0,586.86,4.37568578,17.89158086
13,2.57,428,118443.0,586.86,7.451882243,17.30785296
14,2.08,1043,251249.0,2310.42,4.43127061,16.21516056
15,1.71,1130,116066.0,642.59,3.475328956,14.25409719
16,1.26,446,162814.0,648.25,6.874327281,17.58350264
17,1.19,1190,251170.0,3172.31,4.425336314,16.5754473
18,1.59,391,124487.0,586.86,4.385532764,15.1474321
19,3.79,393,386113.0,885.74,7.64163944,16.42840385
20,1.34,1204,257434.0,749.25,3.929738147,16.32471177
21,1.31,381,117564.0,586.86,7.06767669,17.61012477
22,0.7,475,120599.0,842.98,6.516705949,15.66140981
23,1.41,1147,122030.0,914.2,1.937391702,13.71248797
24,1.11,1087,257019.0,2495.46,4.230541244,16.55815578
25,1.32,429,249144.0,1066.27,7.27172027,17.08291939
26,1.36,780,127762.0,1470.14,6.529705562,15.17805107
27,0.53,420,131711.0,586.86,5.832084911,17.57474978
28,1.28,1475,238850.0,1999.13,2.948998067,15.26467493
29,0.43,1135,359534.0,2485.06,3.293135506,15.55931751
30,1.44,403,123477.0,605.02,7.046567631,15.71397206
31,1.05,831,140132.0,2911.96,2.808248095,18.03094731
32,2.41,1135,233925.0,1751.16,4.743311175,16.73666431
33,0.95,1147,237775.0,2083.36,6.669865252,15.35391592
34,1.12,829,256780.0,997.48,6.367560051,16.41320352
35,2.79,1121,241532.0,1047.43,1.67005354,15.67443537
36,1.57,463,246668.0,1352.71,2.754009963,15.40628286
37,2.21,785,248290.0,2127.8,5.544589626,15.51796314
38,2.3,794,362437.0,2621.62,2.767888387,16.2507433
39,1.88,1108,359002.0,1504.55,2.285224457,14.65872041
40,1.2,400,137265.0,1200.98,6.391082344,17.13068415
41,1.41,401,147506.0,979.17,3.621347539,15.78899777
42,2.71,744,246317.0,2573.62,4.242412882,14.72392411
43,2.19,832,469473.0,1845.99,2.306718334,15.80173719
44,1.6,1130,133075.0,2383.76,2.935824998,15.42602891
45,1.44,461,365928.0,1719.57,7.272081066,16.56813272
46,1.5,1155,258486.0,934.68,6.786403392,17.28482791
47,2.16,723,255198.0,1865.8,5.831528481,14.29090011
48,1.41,1147,251690.0,1215.27,5.373253382,16.69524588
49,1.01,1118,263580.0,1908.36,2.146920619,13.79886661
50,1.97,430,128178.0,779.52,3.978698872,15.64992823
51,2.04,389,145796.0,1186.06,6.213989647,17.0290337
52,1.71,424,248300.0,1179.16,7.083751738,17.05902362
53,2.73,472,272096.0,715.39,5.550155294,15.39951551
54,0.91,399,253051.0,2163.36,2.338305354,16.68805499
55,2.11,1171,245890.0,1686.89,2.826028589,17.46426157
56,2.06,1128,267791.0,2437.65,2.283920587,15.51354895
57,1.03,451,269675.0,817.91,3.790501519,19.04514572
58,1.95,1191,257238.0,1916.45,7.430879138,16.82995118
59,2.19,1065,226294.0,1824.43,1.974339171,15.20964828
60,2.68,1375,247024.0,918.76,3.911255843,16.61860561
61,1.32,429,395117.0,586.86,5.446103822,15.73672861
62,1.39,427,389500.0,1461.02,7.225194525,17.18456845
63,1.21,1136,264883.0,2516.1,6.126217777,16.93766892
64,2.48,416,107110.0,896.58,6.914053466,18.76789034
65,2.34,406,243989.0,1850.31,2.195222699,17.19716446
66,1.09,455,254355.0,1656.86,2.36234757,17.71128081
67,0.96,1088,106551.0,3144.91,3.370446635,15.46531368
68,1.44,1194,269921.0,1412.68,0.473979424,16.09508179
69,2.49,421,124502.0,754.6,3.356541965,17.01720713
70,0.84,491,245792.0,1065.87,6.757034021,15.71986903
71,0.74,460,234037.0,1023.43,1.733338225,15.95972082
72,2.51,467,164937.0,1242.81,7.194983031,15.39880423
73,2.03,781,359919.0,682.11,2.441153315,15.37556763
74,2.15,415,248799.0,2402.38,7.303859542,15.90567094
75,1.69,427,119308.0,2409.8,5.12831803,16.84036472
76,1.45,1182,374953.0,3482.18,3.340850785,17.19959718
77,2.48,841,243868.0,1308.26,2.838280876,16.42349666
78,1.75,780,134849.0,1390.32,3.877836118,14.20858277
79,2.16,375,250766.0,1943.88,6.350167156,15.44447013
80,2.14,838,258673.0,2333.13,3.951264105,16.91066032
81,1.13,379,237670.0,805.43,6.983152396,15.8715445
82,1.92,754,133434.0,1074.49,6.416266607,15.01072476
83,1.45,1061,236709.0,614.93,4.139218445,15.65200368
84,1.78,797,219752.0,893.99,5.333571066,14.61605934
85,1.11,1099,160246.0,2179.14,6.994629006,15.23761361
86,0.82,1182,137634.0,827.52,6.202230424,17.58085583
87,3.45,1159,241453.0,4677.36,5.535917736,14.46979272
88,0.6,1178,365802.0,1169.48,4.872022652,16.1730315
89,1.16,764,391153.0,1900.56,2.8193901,15.81110867
90,0.57,500,248721.0,586.86,4.598465518,15.88889359
91,1.56,399,427374.0,900.09,6.906624225,17.78429108
92,2.29,448,149501.0,985.51,4.81078481,16.28060414
93,2.01,748,241838.0,1561.63,6.294059856,13.93360196
94,2.06,460,251112.0,776.17,6.763133059,16.80227027
95,1.59,1138,245529.0,2722.06,1.765662607,15.31879628
96,1.03,1091,263955.0,1209.1,6.865367313,14.68371607
97,0.82,755,246447.0,741.97,7.206937935,18.07336221
