,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class
0,1.58,297417.0,3242.76,6.367397905,17.04026213,1
1,2.48,261072.0,2247.14,5.17534105,16.07675546,2
2,2.9,275976.0,1874.79,3.555392857,15.98834155,2
3,2.13,121196.0,955.69,5.137267968,14.66145775,2
4,1.17,145965.0,1134.58,6.545846779,19.29713884,0
5,2.0,352578.0,3664.46,6.790471038,16.91435856,2
6,2.54,263244.0,2312.33,4.718016882,15.62717067,2
7,1.58,349793.0,3832.34,5.951578903,16.99772759,1
8,2.87,263560.0,3029.47,4.698243295,16.24515254,2
9,2.21,380323.0,3605.79,5.916131031,17.01967067,2
10,1.27,148344.0,722.89,7.74935048,18.95351355,1
11,1.09,280677.0,2286.89,6.439899078,16.62513192,1
12,2.37,255077.0,2442.26,4.954914684,17.85685895,2
13,1.67,250190.0,2413.26,6.545358535,17.03815573,1
14,1.66,368091.0,3240.07,5.711080246,16.5966481,1
15,2.92,253060.0,1827.71,4.805632912,16.36954724,2
16,2.88,242769.0,3109.6,5.424499085,15.85261293,2
17,2.31,180657.0,1173.32,4.540787993,15.49151421,2
18,0.86,263032.0,1953.49,6.86040923,18.67120441,0
19,1.89,246878.0,2293.53,6.404069457,16.83216986,1
20,1.65,283337.0,2534.11,5.884348288,16.19031126,1
21,2.71,271397.0,1842.42,4.228406806,15.91725573,2
22,1.83,167112.0,1633.63,6.037507359,17.67499412,1
23,1.09,152825.0,975.37,6.420231496,17.40400089,1
24,1.71,231444.0,674.41,5.829842647,16.86456615,1
25,1.04,172964.0,679.11,7.48106461,19.09723521,1
26,1.83,251180.0,939.29,7.231716884,17.44054219,1
27,1.73,224157.0,2976.22,4.447190337,14.6402436,2
28,1.72,142423.0,1440.81,7.199482741,18.24177747,1
29,2.21,261674.0,2584.89,5.345999937,15.88960436,2
30,1.16,278953.0,1726.03,6.3238976,17.30582033,1
31,1.88,114712.0,789.71,6.718826602,18.24304067,1
32,2.14,393225.0,3434.76,4.65077937,16.09339392,2
33,1.63,276827.0,1876.76,4.104040382,16.58540815,1
34,1.66,151340.0,1330.38,6.112468494,17.68892608,1
35,1.43,277787.0,2532.32,6.588192011,18.32793043,1
36,1.84,256140.0,2380.4,6.575135001,17.09533941,1
37,1.94,250472.0,3360.44,4.912412815,16.7642325,1
38,1.74,98649.0,1675.53,6.787698213,16.76466411,1
39,1.56,230050.0,1297.6,5.809349965,16.72633559,1
40,2.1,268529.0,3118.19,4.289281213,15.76222715,1
41,1.59,268714.0,2597.83,6.096111022,16.23621966,1
42,1.51,239767.0,2089.69,6.022227097,17.18367721,1
43,2.23,390487.0,3661.69,4.156985878,15.07488725,2
44,0.69,355557.0,2874.99,5.962374579,16.97120932,1
45,1.25,230089.0,2825.63,6.051936717,16.81085797,1
46,2.0,241943.0,1987.55,4.465877046,15.26291799,2
47,1.02,287778.0,2921.33,6.394905812,17.48186631,1
48,2.05,258450.0,2830.06,6.28142506,16.80609691,2
49,1.71,249595.0,2115.82,6.645699136,16.97185675,1
50,2.16,289112.0,2879.78,4.518759957,16.53124324,2
51,2.86,140538.0,864.46,6.158889801,16.15841624,2
52,1.79,251923.0,2341.73,6.079401141,16.75332505,1
53,1.06,246410.0,2277.96,6.699339624,17.76955574,1
54,1.71,348889.0,3547.87,4.808712339,16.61256897,2
55,0.93,263763.0,2944.87,6.898693876,18.23311164,0
56,1.06,242304.0,1989.79,7.007176397,17.22378127,1
57,1.35,255153.0,620.61,6.411335652,19.29145553,1
