,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class
0,1.37,376684.0,4356.94,4.81720664,15.35099328,1
1,1.45,333392.0,3291.92,5.674906738,17.28313767,1
2,0.78,267097.0,1704.05,6.206007783,17.27811629,1
3,0.97,351642.0,3680.43,5.725804579,15.31148928,0
4,1.1,180739.0,3587.5,5.627670977,17.0713058,1
5,1.6,132609.0,3654.86,3.400890167,16.82562173,1
6,1.22,332888.0,3632.6,6.44620233,15.16325653,1
7,1.52,269370.0,2725.73,5.706467932,17.44544884,0
8,0.62,158186.0,2006.27,7.67783442,18.74053572,1
9,1.34,152765.0,2005.56,8.579391481,18.87732825,0
10,2.49,264157.0,2061.77,6.564080806,15.71108063,2
11,2.56,196570.0,1920.29,6.493498522,16.07048888,1
12,0.65,130838.0,1902.08,6.441826803,16.96803449,1
13,0.86,335139.0,2699.45,6.129240622,16.69433291,1
14,2.13,133827.0,693.29,6.015455837,17.54015603,1
15,1.77,153426.0,2213.2,6.030341273,17.16653228,1
16,2.65,78065.0,1046.92,3.781162152,16.07217863,2
17,0.9,356494.0,2697.96,5.522143178,15.213596,0
18,0.88,262054.0,1817.07,6.891907953,17.78032707,1
19,1.22,307352.0,2700.88,4.956245061,17.10306515,1
20,1.38,424730.0,3718.12,6.154490817,15.48393609,1
21,3.19,155198.0,1805.17,6.64147295,16.7325982,2
22,2.2,282778.0,3083.46,6.342745145,15.77340065,1
23,2.81,252268.0,1774.5,6.142608385,17.42718554,2
24,1.43,90822.0,2484.8,6.030704495,16.50622574,1
25,2.07,368370.0,4723.96,5.177304813,15.53270477,2
26,1.53,269002.0,3740.4,6.050381424,17.00885448,1
27,1.39,332991.0,2387.77,5.877462268,16.5834842,0
28,2.59,307973.0,2248.27,6.095328854,16.17755092,1
29,1.89,143306.0,1024.79,6.425238053,16.96423282,1
30,1.78,269720.0,2638.4,5.763971269,16.90953156,1
31,2.22,98912.0,956.15,5.840627226,16.59096401,1
32,2.72,180626.0,3033.01,6.439395443,15.98216692,1
33,1.04,358413.0,4163.36,7.228478649,17.11961568,0
34,2.25,202991.0,3040.99,6.532959927,16.08328778,1
35,1.96,155548.0,873.6,7.041181534,17.11677894,1
36,1.1,106087.0,1068.66,6.732499679,18.72991886,1
37,0.88,164878.0,765.14,6.92055693,18.20863364,1
38,2.77,135680.0,1070.28,6.053838215,16.95747736,1
39,1.54,211507.0,1568.34,6.354760577,16.3411692,2
40,2.27,115893.0,2086.48,6.395743281,16.92144534,1
41,2.52,231885.0,1846.29,6.033939817,17.0766335,1
42,2.47,172992.0,620.61,4.974005837,16.37599574,1
43,0.68,364624.0,3009.2,6.555769545,17.07929836,0
44,2.54,275622.0,1685.41,6.020676699,17.31052472,2
45,0.85,286346.0,2797.29,6.763049271,16.87636209,0
46,0.95,90313.0,1229.83,6.325266835,17.45904112,1
47,0.8,388295.0,3176.09,6.330400537,17.37272536,0
48,1.11,330250.0,3146.81,5.830907814,17.38753972,0
49,1.99,215323.0,2089.21,6.384932086,16.29852265,1
50,1.14,350211.0,2691.53,5.365736351,15.36829643,1
51,2.05,151223.0,1396.6,5.62173577,15.57350603,2
52,1.2,373252.0,2727.61,5.443787136,16.56057086,1
53,1.69,243630.0,4240.22,5.762485956,16.53823802,2
54,1.86,97456.0,765.68,4.708177216,15.60307835,2
55,1.57,146231.0,2223.86,7.102269724,17.06356694,1
56,2.06,157997.0,2380.39,6.440100919,17.23306116,2
57,2.37,158869.0,1128.83,5.637648214,16.46608333,2
58,1.62,271006.0,1801.82,6.966542846,17.64261116,1
59,1.31,133902.0,620.61,6.149482479,17.26869457,1
60,0.43,335771.0,2847.96,5.546019114,17.21482823,1
61,1.97,294693.0,1897.8,5.979679143,16.18786637,2
62,2.79,91564.0,620.61,4.048806098,16.00526816,2
63,1.07,169425.0,2171.59,6.313426102,17.7063632,1
64,2.23,298058.0,2277.79,6.341285396,16.84153998,1
65,0.56,368556.0,3822.66,5.607143871,16.74707705,1
66,0.67,157027.0,1825.58,6.576651889,17.38966376,1
67,1.1,317832.0,2888.2,5.876465155,17.0910323,1
68,1.75,241879.0,2893.65,6.657037504,16.64771353,1
69,1.59,107064.0,1595.09,6.179504571,16.07198602,1
70,0.2,350425.0,3410.44,6.38859974,17.20016167,0
71,2.09,218229.0,1493.32,4.045129347,15.80920347,2
72,2.82,130425.0,1884.07,5.993301951,17.18177147,2
73,2.44,140809.0,1889.0,6.070302066,17.51461756,1
74,1.27,360476.0,4303.74,5.678672521,16.72685288,0
