,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Max Temp (C),Avg Min Temp (C),Class
93,0.78,285497.24,1966.28,16.88673034,4.743483146,0
94,0.72,285497.24,1966.28,16.88673034,4.743483146,0
95,0.82,285497.24,1966.28,16.88673034,4.743483146,0
96,0.77,285497.24,1966.28,16.88673034,4.743483146,0
97,0.78,285497.24,1966.28,16.88673034,4.743483146,0
98,0.84,285497.24,1966.28,16.88673034,4.743483146,0
99,0.69,285497.24,1966.28,16.88673034,4.743483146,0
100,0.83,285497.24,1966.28,16.88673034,4.743483146,0
101,0.69,285497.24,1966.28,16.88673034,4.743483146,0
102,0.79,285497.24,1966.28,16.88673034,4.743483146,0
103,0.71,285497.24,1966.28,16.88673034,4.743483146,0
104,0.8,285497.24,1966.28,16.88673034,4.743483146,0
105,0.72,285497.24,1966.28,16.88673034,4.743483146,0
106,0.64,285497.24,1966.28,16.88673034,4.743483146,0
107,0.8,285497.24,1966.28,16.88673034,4.743483146,0
108,0.8,285497.24,1966.28,16.88673034,4.743483146,0
109,0.69,285497.24,1966.28,16.88673034,4.743483146,0
110,0.62,285497.24,1966.28,16.88673034,4.743483146,0
111,0.68,285497.24,1966.28,16.88673034,4.743483146,0
112,0.66,285497.24,1966.28,16.88673034,4.743483146,0
113,0.7,285497.24,1966.28,16.88673034,4.743483146,0
114,0.65,285497.24,1966.28,16.88673034,4.743483146,0
115,0.66,285497.24,1966.28,16.88673034,4.743483146,0
116,0.73,285497.24,1966.28,16.88673034,4.743483146,0
117,0.7,285497.24,1966.28,16.88673034,4.743483146,0
118,0.53,285497.24,1966.28,16.88673034,4.743483146,0
119,0.8,285497.24,1966.28,16.88673034,4.743483146,0
120,0.61,285497.24,1966.28,16.88673034,4.743483146,0
121,0.59,285497.24,1966.28,16.88673034,4.743483146,0
122,0.58,285497.24,1966.28,16.88673034,4.743483146,0
123,0.5,285497.24,1966.28,16.88673034,4.743483146,0
154,1.03,353675.05,2161.05,15.75022202,3.123339254,0
177,1.03,368592.85,2298.69,16.07037801,3.430704467,0
180,1.0,368592.85,2298.69,16.07037801,3.430704467,0
217,0.61,390791.26,2451.11,16.68990196,4.072745098,0
218,0.61,390791.26,2451.11,16.68990196,4.072745098,0
219,0.67,390791.26,2451.11,16.68990196,4.072745098,0
220,0.57,390791.26,2451.11,16.68990196,4.072745098,0
