,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class
0,1.44,173305.0,1632.25,7.943167805,17.62947617,1
1,0.95,113005.0,998.69,6.665452299,16.96651151,1
2,1.72,298632.0,2123.9,6.830857142,15.87516523,2
3,2.58,282158.0,3127.41,5.547449551,15.27096591,2
4,2.3,251511.0,2519.2,5.848876187,16.88702384,1
5,0.73,238651.0,3793.53,5.978327944,17.43529365,1
6,1.87,158606.0,2008.25,7.074368413,17.31734709,1
7,1.09,354380.0,4192.94,6.273569244,16.55012392,1
8,2.84,118358.0,1039.88,4.954930085,16.36767332,2
9,3.25,214568.0,2267.97,5.93357207,16.91781727,1
10,2.85,105287.0,1342.25,4.57709753,15.34264355,2
11,1.58,275181.0,2443.5,6.064205289,16.89184398,1
12,2.03,127734.0,1717.02,6.645080418,17.21858832,1
13,3.09,235575.0,1996.09,4.555111071,16.38994914,1
14,2.47,268591.0,1717.58,4.816427238,16.64879842,2
15,1.98,268475.0,2723.47,5.563794812,16.99457145,1
16,1.46,275446.0,3126.04,7.442084647,17.16093092,0
17,1.2,146990.0,1069.46,7.733325591,16.89109522,1
18,1.5,281160.0,1198.57,6.206471914,16.91298824,1
19,2.9,319337.0,2581.62,4.940698694,16.10323341,2
20,1.14,230828.0,2548.78,4.295199605,15.92400948,1
21,0.84,134818.0,760.73,8.579391481,18.08387947,0
22,1.82,246873.0,2581.06,4.3448553,16.49257737,1
23,2.26,276951.0,1948.91,5.902309545,16.95694364,1
24,1.23,108567.0,1147.74,6.219541707,17.35376024,1
25,2.18,217949.0,1910.37,5.875412322,16.85359222,1
26,2.33,254229.0,2363.56,5.530059819,15.9826691,2
27,1.55,186415.0,2160.25,6.475513124,17.22046379,1
28,1.22,371078.0,2607.46,4.862111121,16.43578833,1
29,1.19,230421.0,1347.39,7.071485798,17.42147734,1
30,1.0,141907.0,1042.1,6.065863464,17.81751526,1
31,1.42,127069.0,622.18,6.619975893,17.21573071,1
32,1.88,277428.0,2081.71,6.339000356,16.41984908,2
33,1.0,85689.0,1725.53,6.898641035,17.27389764,1
34,1.11,355596.0,3879.88,6.817702431,16.82195611,1
35,2.31,201912.0,2389.69,5.655312885,16.88044648,2
36,0.58,310153.0,2060.06,4.858347121,16.9696514,0
37,2.28,106164.0,1632.07,5.832434653,16.63525762,1
38,1.47,404372.0,2603.19,5.233722863,17.08016134,0
39,0.58,340127.0,4547.95,6.284668553,16.96970872,0
40,1.44,80075.0,1280.17,6.177779952,17.34356483,1
41,1.18,225428.0,2001.19,6.706534758,17.627263,1
42,0.61,270726.0,3070.05,6.817324736,17.81575336,0
43,1.81,110182.0,839.95,5.973489853,17.32512741,1
44,1.68,151602.0,2204.82,8.214292901,19.08972973,1
45,2.79,206498.0,2517.19,4.713669891,17.15780628,2
46,1.78,225730.0,2786.39,5.397598008,17.22041028,1
47,2.32,219729.0,2120.07,5.280951821,16.45812019,1
48,1.37,147095.0,1072.78,7.249915713,17.61923941,0
49,1.33,249347.0,2752.29,6.312256106,17.51609414,1
50,2.08,295024.0,3857.46,4.843708161,16.22956004,1
51,1.11,280229.0,3375.46,5.494098104,16.98211154,1
52,2.45,126885.0,1028.11,3.720265528,15.00120706,2
53,1.71,78065.0,620.61,5.673200013,17.1367109,1
54,2.94,236858.0,2045.54,6.903152144,17.09085863,2
55,0.85,263289.0,2364.88,7.06361506,17.39442999,1
56,2.51,299706.0,1791.86,5.869803498,17.06086023,2
57,2.58,101220.0,620.61,6.282489894,17.04653084,1
58,1.14,266464.0,2498.33,5.40290435,16.77291272,1
59,1.01,270526.0,2341.46,5.986948025,16.39078393,1
60,2.65,269524.0,2886.21,5.745530091,16.57441166,1
61,1.39,141486.0,2237.42,8.579391481,17.36243729,1
62,1.59,237413.0,2763.81,5.928998676,17.41371081,1
63,2.6,259869.0,3304.24,4.651076464,16.10705604,1
64,1.38,99777.0,627.93,7.398776637,16.98419635,1
65,1.9,221296.0,1975.06,6.689858277,16.46954107,1
66,1.01,252929.0,1972.92,6.461539637,16.95029123,1
67,1.98,221069.0,2753.6,7.257004606,16.59842217,1
68,1.2,343143.0,3251.37,5.794970262,16.45100597,1
69,0.87,251846.0,2641.64,7.04112613,17.07457235,1
70,2.5,246971.0,3359.5,5.419530058,16.47130219,1
71,2.53,244928.0,3267.5,5.817859755,16.12060152,1
72,1.86,274225.0,2108.83,7.850011825,17.23306834,1
73,1.43,338598.0,3130.44,4.018772576,15.89283339,1
74,1.44,261372.0,3613.68,6.080236703,17.37435361,0
75,2.43,260096.0,2905.79,5.493458428,16.97580847,2
76,2.8,229957.0,1253.03,6.860277963,17.06648385,2
77,1.21,112163.0,750.24,7.186462348,17.07161337,0
78,1.02,103342.0,786.57,6.734148487,17.60766497,1
79,0.92,121371.0,1240.13,7.537926676,18.10627948,0
80,2.85,93293.0,740.52,6.61344192,16.34675543,2
81,0.52,117911.0,948.57,7.518265963,19.08972973,0
