,Yield (tons/acre),Time Since Sown (Days),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C)
0,0.71,836,248980.0,2465.25,6.531483755,17.44749796
1,1.43,1173,357254.0,2788.01,4.667226941,15.41582097
2,1.96,746,244049.0,1304.43,0.716335614,13.6470682
3,0.83,457,150302.0,1173.62,3.440679336,15.96970271
4,1.83,439,126886.0,865.7,6.373808104,18.06325948
5,2.14,392,122974.0,895.94,4.400802996,15.98636452
6,1.2,831,265786.0,3438.28,6.741969356,17.47660851
7,0.83,1152,346947.0,3635.49,4.522784876,15.32858173
8,0.64,1217,410364.0,3717.74,5.810918639,17.90483702
9,1.56,793,246985.0,1222.66,1.848326632,13.84824877
10,1.06,1180,369971.0,4911.1,5.342635449,16.20947601
11,0.96,1171,365652.0,2172.83,0.805820319,12.06003682
12,0.75,1238,466142.0,3621.86,5.706813845,16.31497188
13,1.89,725,249397.0,1958.59,7.628062677,17.90570728
14,0.43,444,148672.0,1359.88,3.526907441,15.43339273
15,1.76,1143,350884.0,1955.13,1.510521513,12.50788661
16,1.59,1163,365065.0,2446.66,1.42317882,13.99820725
17,1.21,836,268149.0,1539.74,1.526969479,13.77957328
18,2.11,295,89139.0,1327.12,2.277149652,14.84637612
19,1.59,470,150931.0,1320.39,6.968388483,17.75022043
20,0.66,1200,380424.0,3163.27,6.115231776,17.16308723
21,1.27,1186,363045.0,1664.82,0.962898446,12.77489904
22,1.24,479,153810.0,1742.45,7.095449551,17.4528072
23,1.89,1133,350179.0,1888.43,0.291710648,14.02565835
24,1.81,452,147535.0,1473.89,5.886975056,17.20192194
25,1.34,799,250076.0,1035.31,1.905535711,14.20930249
26,1.37,340,141040.0,1168.33,3.853163643,15.99465087
27,1.04,1202,363397.0,3737.98,6.167791973,17.24748666
28,0.87,1139,348993.0,1579.15,1.48844497,12.83307917
29,3.12,721,233697.0,1242.88,1.171851388,13.72553279
30,0.78,841,265935.0,1521.53,2.388233731,15.22806755
31,1.45,481,157529.0,1013.73,4.448050971,17.42939717
32,2.4,788,386961.0,3163.48,6.75056817,15.79473537
33,1.57,378,127873.0,1451.07,6.912621715,18.22751892
34,0.62,1176,366321.0,2782.75,6.181109694,17.09787139
