,State,City,Date Sown,Variety,Date of Cut,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class,Avg of AAYPVPP,STD AAYPVP,Num STDs,Avg Yield of Varieties Per Cut,Annual Avg Yield,Avg Annual Yield Per Variety Per Plant
959,South Dakota,Watertown,4/23/1999,Rebound 4.2,8/18/2002,1.2,383076.54,1964.08,1.89653751,14.02158285,0,0.899910256,0.432750437,0.577907547,1.2095,0.941885185,1.15
960,South Dakota,Watertown,4/23/1999,Macon,8/18/2002,1.25,383076.54,1964.08,1.89653751,14.02158285,0,0.899910256,0.432750437,0.62412356,,0.941885185,1.17
961,South Dakota,Watertown,4/23/1999,Spirit,8/18/2002,1.3,383076.54,1964.08,1.89653751,14.02158285,0,0.899910256,0.432750437,0.508583527,,0.941885185,1.12
962,South Dakota,Watertown,4/23/1999,Abound,8/18/2002,1.18,383076.54,1964.08,1.89653751,14.02158285,0,0.899910256,0.432750437,0.431556838,,0.941885185,1.086666667
963,South Dakota,Watertown,4/23/1999,Garst 6410,8/18/2002,1.2,383076.54,1964.08,1.89653751,14.02158285,0,0.899910256,0.432750437,0.385340824,,0.941885185,1.066666667
964,South Dakota,Watertown,4/23/1999,FQ 314,8/18/2002,1.27,383076.54,1964.08,1.89653751,14.02158285,0,0.899910256,0.432750437,0.477772851,,0.941885185,1.106666667
965,South Dakota,Watertown,4/23/1999,GH 766,8/18/2002,1.23,383076.54,1964.08,1.89653751,14.02158285,0,0.899910256,0.432750437,0.34682748,,0.941885185,1.05
966,South Dakota,Watertown,4/23/1999,WinterStar,8/18/2002,1.16,383076.54,1964.08,1.89653751,14.02158285,0,0.899910256,0.432750437,0.300611467,,0.941885185,1.03
967,South Dakota,Watertown,4/23/1999,FQ 315,8/18/2002,1.22,383076.54,1964.08,1.89653751,14.02158285,0,0.899910256,0.432750437,0.462367513,,0.941885185,1.1
968,South Dakota,Watertown,4/23/1999,WL232 HQ,8/18/2002,1.22,383076.54,1964.08,1.89653751,14.02158285,0,0.899910256,0.432750437,0.423854169,,0.941885185,1.083333333
969,South Dakota,Watertown,4/23/1999,Sprint,8/18/2002,1.27,383076.54,1964.08,1.89653751,14.02158285,0,0.899910256,0.432750437,0.508583527,,0.941885185,1.12
