,State,City,Date Sown,Variety,Date of Cut,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class,Avg of AAYPVPP,STD AAYPVP,Num STDs,Avg Yield of Varieties Per Cut,Annual Avg Yield,Avg Annual Yield Per Variety Per Plant
1326,South Dakota,Highmore,4/28/2003,Gold Rush 747,8/27/2004,0.72,164310.96,706.54,3.235594262,17.35893443,0,0.899910256,0.432750437,0.778176938,,1.463608889,1.236666667
1327,South Dakota,Highmore,4/28/2003,Setter,8/27/2004,0.78,164310.96,706.54,3.235594262,17.35893443,0,0.899910256,0.432750437,0.678042243,,1.463608889,1.193333333
1328,South Dakota,Highmore,4/28/2003,Multiplier 3,8/27/2004,0.63,164310.96,706.54,3.235594262,17.35893443,0,0.899910256,0.432750437,0.562502209,,1.463608889,1.143333333
1329,South Dakota,Highmore,4/28/2003,FK 421,8/27/2004,0.65,164310.96,706.54,3.235594262,17.35893443,0,0.899910256,0.432750437,0.547096871,,1.463608889,1.136666667
1338,South Dakota,Highmore,4/28/2003,CW 93013,8/27/2004,0.72,164310.96,706.54,3.235594262,17.35893443,0,0.899910256,0.432750437,0.7627716,,1.463608889,1.23
1316,South Dakota,Highmore,4/28/2003,Alfastar II,8/27/2004,0.91,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,0.947635654,,1.463608889,1.31
1319,South Dakota,Highmore,4/28/2003,Hybriforce 420 Wet,8/27/2004,0.82,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,0.878311634,,1.463608889,1.28
1320,South Dakota,Highmore,4/28/2003,Notice II,8/27/2004,0.94,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,0.993851667,,1.463608889,1.33
1321,South Dakota,Highmore,4/28/2003,Somerset,8/27/2004,0.91,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,0.862906296,,1.463608889,1.273333333
1322,South Dakota,Highmore,4/28/2003,Husky Supreme,8/27/2004,0.89,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,0.916824978,,1.463608889,1.296666667
1323,South Dakota,Highmore,4/28/2003,Maverick,8/27/2004,0.86,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,0.901419641,,1.463608889,1.29
1324,South Dakota,Highmore,4/28/2003,WL 357 HQ,8/27/2004,0.8,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,0.824392952,,1.463608889,1.256666667
1325,South Dakota,Highmore,4/28/2003,54V54,8/27/2004,0.87,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,0.939932985,,1.463608889,1.306666667
1382,South Dakota,Watertown,5/3/2001,Maverick,8/27/2004,1.21,379484.01,1804.49,1.695721352,13.74209398,1,0.899910256,0.432750437,0.97844633,,1.463608889,1.323333333
1383,South Dakota,Watertown,5/3/2001,Somerset,8/27/2004,1.12,379484.01,1804.49,1.695721352,13.74209398,1,0.899910256,0.432750437,0.909122309,,1.463608889,1.293333333
1313,South Dakota,Highmore,4/28/2003,Vernal,8/27/2004,0.93,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,1.294255754,,1.463608889,1.46
1314,South Dakota,Highmore,4/28/2003,DKA 42-15,8/27/2004,0.92,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,1.147905045,,1.463608889,1.396666667
1315,South Dakota,Highmore,4/28/2003,Hybriforce 400,8/27/2004,0.87,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,1.040067681,,1.463608889,1.35
1317,South Dakota,Highmore,4/28/2003,WL 319 HQ,8/27/2004,0.99,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,1.18641839,,1.463608889,1.413333333
1318,South Dakota,Highmore,4/28/2003,Journey Brand 204 Hyb.,8/27/2004,0.86,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,1.024662343,,1.463608889,1.343333333
1330,South Dakota,Highmore,4/28/2003,CW 04030,8/27/2004,0.97,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,1.294255754,,1.463608889,1.46
1331,South Dakota,Highmore,4/28/2003,CW 14026,8/27/2004,0.95,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,1.240337072,,1.463608889,1.436666667
1332,South Dakota,Highmore,4/28/2003,CW 94023,8/27/2004,0.86,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,1.209526396,,1.463608889,1.423333333
1333,South Dakota,Highmore,4/28/2003,CW 04027,8/27/2004,0.87,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,1.078581025,,1.463608889,1.366666667
1334,South Dakota,Highmore,4/28/2003,CW 03019,8/27/2004,0.92,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,1.201823728,,1.463608889,1.42
1335,South Dakota,Highmore,4/28/2003,CW 04022,8/27/2004,0.85,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,1.063175687,,1.463608889,1.36
1336,South Dakota,Highmore,4/28/2003,CW 83010,8/27/2004,0.91,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,1.032365012,,1.463608889,1.346666667
1337,South Dakota,Highmore,4/28/2003,CW 94025,8/27/2004,0.98,164310.96,706.54,3.235594262,17.35893443,1,0.899910256,0.432750437,1.032365012,,1.463608889,1.346666667
1374,South Dakota,Watertown,5/3/2001,WL 342,8/27/2004,1.27,379484.01,1804.49,1.695721352,13.74209398,1,0.899910256,0.432750437,1.294255754,,1.463608889,1.46
1375,South Dakota,Watertown,5/3/2001,Reliance,8/27/2004,1.21,379484.01,1804.49,1.695721352,13.74209398,1,0.899910256,0.432750437,1.217229065,,1.463608889,1.426666667
1376,South Dakota,Watertown,5/3/2001,Macon,8/27/2004,1.28,379484.01,1804.49,1.695721352,13.74209398,1,0.899910256,0.432750437,1.240337072,,1.463608889,1.436666667
1377,South Dakota,Watertown,5/3/2001,Traffic,8/27/2004,1.26,379484.01,1804.49,1.695721352,13.74209398,1,0.899910256,0.432750437,1.263445079,,1.463608889,1.446666667
1378,South Dakota,Watertown,5/3/2001,Frontier 2000,8/27/2004,1.27,379484.01,1804.49,1.695721352,13.74209398,1,0.899910256,0.432750437,1.040067681,,1.463608889,1.35
1379,South Dakota,Watertown,5/3/2001,Husky Supreme,8/27/2004,1.27,379484.01,1804.49,1.695721352,13.74209398,1,0.899910256,0.432750437,1.040067681,,1.463608889,1.35
1380,South Dakota,Watertown,5/3/2001,GoldRush 747,8/27/2004,1.21,379484.01,1804.49,1.695721352,13.74209398,1,0.899910256,0.432750437,1.109391701,,1.463608889,1.38
1381,South Dakota,Watertown,5/3/2001,Vernal,8/27/2004,1.09,379484.01,1804.49,1.695721352,13.74209398,1,0.899910256,0.432750437,1.124797039,,1.463608889,1.386666667
1370,South Dakota,Watertown,5/3/2001,HybriForce-400,8/27/2004,1.27,379484.01,1804.49,1.695721352,13.74209398,1,0.899910256,0.432750437,1.363579774,,1.463608889,1.49
1373,South Dakota,Watertown,5/3/2001,Feast + EV,8/27/2004,1.3,379484.01,1804.49,1.695721352,13.74209398,1,0.899910256,0.432750437,1.371282443,,1.463608889,1.493333333
1369,South Dakota,Watertown,5/3/2001,WL 327,8/27/2004,1.32,379484.01,1804.49,1.695721352,13.74209398,2,0.899910256,0.432750437,1.402093119,1.244666667,1.463608889,1.506666667
1372,South Dakota,Watertown,5/3/2001,Monument II,8/27/2004,1.23,379484.01,1804.49,1.695721352,13.74209398,2,0.899910256,0.432750437,1.417498457,,1.463608889,1.513333333
1312,South Dakota,Highmore,4/28/2003,A 30-06,8/27/2004,1.14,164310.96,706.54,3.235594262,17.35893443,2,0.899910256,0.432750437,1.579254504,0.871111111,1.463608889,1.583333333
1371,South Dakota,Watertown,5/3/2001,54V54,8/27/2004,1.36,379484.01,1804.49,1.695721352,13.74209398,2,0.899910256,0.432750437,1.540741159,,1.463608889,1.566666667
1249,South Dakota,Beresford,4/29/2003,WL 357HQ,9/20/2004,0,170604.73,1286.11,4.871311155,17.73027397,1,0.899910256,0.432750437,0.976520662,,1.463608889,1.3225
1256,South Dakota,Beresford,4/29/2003,4500,9/20/2004,0.8,170604.73,1286.11,4.871311155,17.73027397,1,0.899910256,0.432750437,1.380910779,,1.463608889,1.4975
1257,South Dakota,Beresford,4/29/2003,Hybriforce-420/Wet,9/20/2004,0.79,170604.73,1286.11,4.871311155,17.73027397,1,0.899910256,0.432750437,1.334694766,,1.463608889,1.4775
1250,South Dakota,Beresford,4/29/2003,WL 319HQ,9/20/2004,0.84,170604.73,1286.11,4.871311155,17.73027397,2,0.899910256,0.432750437,1.479119808,,1.463608889,1.54
1251,South Dakota,Beresford,4/29/2003,Husky Supreme,9/20/2004,0.84,170604.73,1286.11,4.871311155,17.73027397,2,0.899910256,0.432750437,1.456011801,,1.463608889,1.53
1252,South Dakota,Beresford,4/29/2003,Journey Brand 204 Hyb.,9/20/2004,0.8,170604.73,1286.11,4.871311155,17.73027397,2,0.899910256,0.432750437,1.4502348,,1.463608889,1.5275
1253,South Dakota,Beresford,4/29/2003,Notice II,9/20/2004,0.85,170604.73,1286.11,4.871311155,17.73027397,2,0.899910256,0.432750437,1.432903795,,1.463608889,1.52
1254,South Dakota,Beresford,4/29/2003,Rebel,9/20/2004,0.8,170604.73,1286.11,4.871311155,17.73027397,2,0.899910256,0.432750437,1.432903795,,1.463608889,1.52
