index,yield,radiation,rain,avg_min_temp,avg_max_temp,class
1,0.32375,241551.12,1676.08,5.542067183,16.18895349,2
2,-0.27625,252901.02,1727.29,5.943262765,16.6235741,2
3,0.1075,262676.7,1825.25,6.416518072,17.12543373,1
4,0.355,276643.96,2066.65,6.847841561,17.58339839,1
5,-0.63125,345964.18,2766.66,5.925035587,16.55592527,2
6,-1.040625,357035.3,2843.61,6.160416667,16.84486111,0
7,-1.38125,369594.13,2918.5,6.503918919,17.26800676,0
8,0.771875,386572.3,3127.99,6.891404221,17.70369318,2
9,-0.562625,131312.6,992.54,6.109206731,17.07591346,1
10,1.043875,146256.93,1227.44,7.102052402,18.01838428,2
11,1.129875,157491.95,1361.64,7.673668033,18.54092213,1
12,-1.707375,168840.36,1398.66,8.119285714,19.08972973,0
13,0.5,243203.55,2046.21,4.978840206,15.79166237,2
14,0.156,255157.1,2164.33,5.444029666,16.27543881,2
15,0.316,269341.33,2198.82,5.830510083,16.69194543,2
16,-0.02,282434.47,2270.71,6.264220705,17.14828214,0
17,-0.905058824,78064.65,620.61,3.555392857,14.09046429,1
18,-1.158882353,89702.5,683.51,4.762806452,15.45751613,0
19,-0.839588235,102155.66,712.25,6.067836257,16.84994152,1
20,0.673,115289.61,836.82,7.315078947,18.14039474,1
21,0.684705882,297866.57,2811.76,5.510158103,16.04932806,2
22,0.766470588,310590.38,2968.34,5.923658071,16.46616046,1
23,0.004705882,323710.46,3057.78,6.306201479,16.86260628,1
24,-0.422941176,333422.21,3177.75,6.632578616,17.15107817,0
25,0.647272727,234032.19,2480.13,5.634646597,16.6852356,2
26,0.066363636,247409.88,2548.6,5.983312422,17.1282936,1
27,-0.727272727,259801.52,2627.47,6.807773019,17.95650964,0
28,0.073636364,273619.11,2756.71,6.818754325,18.14455594,0
29,0.13,346264.32,3416.84,5.371927498,16.49879752,2
30,0.149090909,358088.32,3598.84,5.649347639,16.77893562,1
31,0.638181818,371244.15,3780.14,5.976935887,17.08483764,1
32,0.19,384907.74,3832.34,6.210857605,17.36054207,1
33,-0.112454545,127496.57,1237.04,3.987419355,15.27359801,2
34,0.368636364,140010.34,1414.61,4.872036613,16.1710984,2
35,0.038272727,156602.97,1542.63,5.71302714,17.02663883,1
36,0.149818182,165651.16,1614.6,6.197003968,17.5355754,1
37,0.395666667,240727.78,2155.61,3.807428198,14.94236292,2
38,-0.383,250673.04,2332.16,4.242540881,15.3531195,1
39,0.107,264792.31,2452.18,4.71713253,15.84166265,1
40,-0.506,279780.39,2534.37,5.179332566,16.39226697,0
41,0.092666667,352217.36,3199.81,4.384876325,15.6335689,2
42,0.750666667,372121.27,3289.44,4.840364098,16.15087214,2
43,-0.644666667,384510.74,3379.62,5.242376645,16.56509046,1
44,0.036,398400.57,3469.17,5.5192749,16.91188845,0
45,0.354,120654.92,1108.86,6.444035533,17.81994924,2
46,-0.841333333,133530.36,1212.91,7.061194379,18.44625293,1
47,0.954666667,146726.56,1378.02,7.778311688,19.1375974,2
48,0.224666667,161171.53,1423.56,8.210921844,19.630501,1
49,-1.390666667,233501.8,2194.04,5.513855263,16.81431579,1
50,0.002,247205.72,2351.24,6.029285714,17.32293233,1
51,-0.152,258669.97,2432.13,6.430434258,17.73143546,1
52,0.187333333,271435.51,2521.06,6.890393519,18.18484954,1
53,-0.609,244241.54,2239.92,5.165557012,16.24311927,1
54,0.438333333,255616.65,2365.86,5.618764187,16.68960908,1
55,-0.0405,269016.87,2574.02,6.122321644,17.21613059,1
56,0.109833333,285825.46,2634.73,6.606260069,17.79072497,0
57,-0.502,361996.1,3569.09,5.291709251,16.34720705,1
58,-0.697,372266.78,3715.69,5.548177128,16.59960447,1
59,-0.553,383493.75,3817.77,5.859210747,16.93473552,0
60,-0.142,400987.9,3982.19,6.248983051,17.34995157,0
61,1.123384615,79771.91,996.35,3.253768116,14.35050725,2
62,0.678384615,93811.12,1087.45,4.524516129,15.80587097,1
63,0.403461538,106233.46,1211.66,5.868542274,17.28763848,1
64,-0.286923077,120950.35,1272.58,6.756973684,18.39823684,0
65,-0.122307692,198074.42,2043.17,4.370772798,15.62190108,2
66,-0.206153846,208057.01,2160.44,4.766359584,16.0279049,1
67,-0.238461538,220025.4,2382.58,5.382951977,16.57200565,1
68,0.373076923,236439.38,2431.7,5.891001335,17.13734312,0
69,-0.561153846,315050.09,3307.53,4.124489594,15.37908821,1
70,-0.112692308,327376.19,3477.61,4.505417066,15.75848514,1
71,-0.455769231,339554.69,3603.04,4.796666667,16.04993482,0
72,-0.363076923,354549.19,3726.33,5.185969479,16.44598743,0
73,0.768076923,119766.11,1173.67,4.267780749,15.16181818,2
74,0.705,131581.31,1480.1,5.274889976,16.0697066,2
75,0.576538462,142409.32,1643.08,6.006727689,16.77338673,1
76,0.381538462,158054.33,1723.07,6.775786164,17.64121593,0
77,-1.312307692,271314.29,2850.26,6.592339667,17.64296912,1
78,-0.645384615,354227.26,3958.13,5.97701677,17.01488085,1
79,-0.103846154,366093.1,4164.68,6.265661512,17.30103093,1
80,-0.056923077,382323.67,4290.11,6.542079536,17.58241922,0
81,1.425944056,125698.49,1697.43,5.4538,16.425175,2
82,0.785664336,136413.72,1886.48,6.284060325,17.20809745,2
83,0.297622378,147523.87,1973.19,6.531872411,17.57234466,1
84,0.412307692,161391.74,2137.18,7.770301205,18.68375502,1
85,-0.865483871,353675.05,2161.05,3.123339254,15.75022202,1
86,-0.167419355,368592.85,2298.69,3.430704467,16.07037801,1
87,-0.272903226,378364.79,2362.68,3.738790932,16.35102435,0
88,-0.121612903,390791.26,2451.11,4.072745098,16.68990196,0
89,0.512490323,126696.15,853.02,1.696792929,13.91760101,1
90,1.425109677,143767.6,950.08,2.944943052,15.24603645,2
91,-0.505032258,152893.15,1063.42,3.927038627,16.12427039,1
92,0.343006452,170701.59,1159.48,4.738718447,16.96141748,0
93,2.211107692,354427.74,2166.76,2.118117229,14.88994671,2
94,-0.882553846,367987.94,2320.26,2.460577089,15.23031008,1
95,0.645230769,379100.41,2403.34,2.784011775,15.55472666,1
96,-0.3172,391460.5,2439.24,3.13047502,15.9217199,0
97,-1.508974359,126350.46,899.54,2.37478481,15.24318987,2
98,0.278553846,139549.54,1029.27,3.117523364,15.97182243,0
99,-0.560430769,153024.73,1105.11,4.066695464,16.85775378,1
100,0.248,170604.73,1286.11,4.871311155,17.73027397,0
101,-0.536666667,236724.38,1693.89,3.171099338,15.62235762,1
102,-0.2724,248953.26,1770.14,3.644523507,16.08387548,0
103,-0.513466667,263706.83,1779.96,4.1956691,16.695,1
104,-0.285333333,277368.19,1979.82,4.764537037,17.21226852,0
105,1.947333333,360208.29,2598.8,2.781462347,15.17169877,2
106,0.775333333,372333.99,2651.18,3.080170794,15.50437233,1
107,0.495333333,381807.61,2772.54,3.406535893,15.80889816,1
108,-0.154666667,401118.77,2845.63,3.72634984,16.19904952,0
109,-2.2965,239119.52,1590.64,1.701487384,14.17831341,2
110,0.373416667,249300.07,1715.49,2.067003841,14.53441741,0
111,1.154333333,261405,1862.94,2.542820197,15.00083744,2
112,1.06825,271709.75,1963.49,2.927630952,15.40058333,1
113,1.0225,351989.28,2454.17,1.677290837,13.73831843,1
114,0.29375,364625.56,2683.19,2.101702945,14.1400954,0
115,-0.92375,378890.07,2928.61,2.546502463,14.6292953,1
116,-0.32125,393383.08,3047.82,2.932297619,15.01457792,0
117,-0.121587301,133284.65,651.64,2.107547619,14.70492857,2
118,-0.597195767,149682.73,751.4,3.060238095,15.6184632,1
119,-0.027460318,160190.33,806.56,3.714764826,16.23828221,0
120,-0.218518519,246746.81,1309.28,0.858973384,12.94301648,1
121,0.322222222,262372.13,1420.14,1.447246377,13.54721014,1
122,0.176296296,272117.2,1539.15,2.00963785,14.09200935,0
123,-1.107703704,125591,620.06,1.750904523,13.77364322,0
124,-1.035407408,139188.29,680.62,2.925404157,14.99810624,0
125,-0.363407407,154298.05,763.47,3.972684989,16.0979704,0
126,1.150666667,350461.01,1677.44,1.017269535,13.04339772,1
127,0.864666667,362811.36,1745.55,1.305264957,13.32894017,1
128,0.690666667,379484.01,1804.49,1.695721352,13.74209398,1
129,0.786666667,130014.47,935.81,1.9165,13.81821429,2
130,0.288333333,140536.72,962.79,2.777331839,14.69908072,1
131,-0.2005,153823.48,1042.34,3.64035343,15.67139293,1
132,-0.374166667,233953.05,1438.46,1.812230869,13.44771725,2
133,-0.431666666,245741.55,1491.61,2.234307116,13.91529338,1
134,-0.308333334,259392.68,1528.07,2.819185629,14.61579641,0
135,-0.1075,344186.49,2173.55,1.390052957,13.10703442,2
136,-0.0575,356139.49,2207.57,1.738349097,13.47310404,1
137,0.551666667,368985.7,2249.56,2.130510033,13.89122074,1
138,-1.390833333,378891.28,2326.07,2.409893791,14.17441993,0
139,-0.104166667,243110.45,1414.73,0.658677792,12.62358151,0
140,0.519166667,257314.59,1480.32,1.231793612,13.25460688,2
141,0.6375,267388.53,1625.87,1.71435867,13.72896675,1
142,0.368,126821.09,795.61,-0.326393035,11.83310945,1
143,-0.276666667,139302.23,918.79,0.777517241,12.91632184,1
144,-0.061666667,149564.18,984.64,1.416876356,13.56492408,1
145,-0.432,237556.38,1589.38,0.10843061,11.58494163,1
146,-0.44,249004.2,1695.27,0.660325,12.152275,1
147,-0.444,259521.12,1754.36,1.210519324,12.732657,0
148,0.094424952,134988.47,586.86,1.722572115,15.74992788,1
149,-0.196647174,148939.3,648.64,2.477483296,16.50721604,1
150,0.064269006,164310.96,706.54,3.235594262,17.35893443,0
151,0.684259259,239849.93,1192.41,1.723591088,15.44668414,2
152,-0.115037037,251430.87,1312.61,2.177777778,15.88532828,1
153,0.228888889,275678.28,1452.55,3.20396028,16.94718458,1
154,0.2215,357756.5,1845.79,1.246042216,15.023219,2
155,0.3255,369445.72,1888.13,1.502534364,15.29762887,1
156,0.103,382738.95,2015.18,1.933208333,15.74051667,1
157,-0.0665,351467.16,2068.82,0.281737589,13.3341578,2
158,1.785833333,363131.14,2282.19,0.629956897,13.65096552,2
159,0.458111111,375466.6,2402.95,1.029689337,14.05821159,1
160,-0.026,126722.9,943.09,1.091831683,13.2044802,2
161,-1.574333333,139066.58,1127.8,2.31826484,14.39785388,1
162,0.237888889,151489.05,1207.41,3.256808511,15.44740426,2
163,-0.185,202345.7,2548.28,4.757268446,16.54532182,2
164,0.11,215294.02,2702.79,5.199910448,16.99952239,1
165,0.059285714,229973.78,2785.99,5.837567185,17.6454314,1
166,-0.301428571,240824.79,2940.14,6.246358696,18.03110054,0
167,-0.070714286,320532.11,4018,5.259600798,16.91409182,2
168,0.054285714,333561.34,4108.03,5.549054054,17.20427606,2
169,0.096428571,345167.3,4455.01,5.989318394,17.58077498,1
170,0.315714286,356160.04,4557,6.304030937,17.88703367,1
171,0.275714286,434973.06,5427.36,6.058524709,17.669375,2
172,-0.13,448219.9,5618.81,6.184371429,17.80292857,2
173,-0.032142857,460993.66,5737.2,6.470251046,18.08971409,1
174,-0.046428571,473698.52,5906.52,6.824013605,18.4067619,1
175,-0.147857143,548649.17,6565.77,6.612161066,18.27568946,2
176,-0.095714286,562641.64,6712.69,6.723901193,18.40158433,1
177,-0.24,574720.2,6908.78,6.906268823,18.57803123,1
178,-0.19,587096.62,6998.66,7.094407895,18.7636568,0
179,-0.865714286,669239.22,8065.33,6.64610767,18.31966651,0
180,-0.071428571,681351.4,8262.61,6.802167996,18.47443923,1
181,-0.227142857,691869.47,8399.32,6.974375,18.636625,0
182,-0.137857143,704673.2,8573.85,7.148669098,18.8006062,0
