index,yield,radiation,rain,avg_min_temp,avg_max_temp,class
1,0.094424952,134988.47,586.86,1.722572115,15.74992788,1
2,-0.196647174,148939.3,648.64,2.477483296,16.50721604,1
3,0.064269006,164310.96,706.54,3.235594262,17.35893443,0
4,0.684259259,239849.93,1192.41,1.723591088,15.44668414,2
5,-0.115037037,251430.87,1312.61,2.177777778,15.88532828,1
6,0.228888889,275678.28,1452.55,3.20396028,16.94718458,1
7,0.2215,357756.5,1845.79,1.246042216,15.023219,2
8,0.3255,369445.72,1888.13,1.502534364,15.29762887,1
9,0.103,382738.95,2015.18,1.933208333,15.74051667,1
10,-0.0665,351467.16,2068.82,0.281737589,13.3341578,2
11,1.785833333,363131.14,2282.19,0.629956897,13.65096552,2
12,0.458111111,375466.6,2402.95,1.029689337,14.05821159,1
13,-0.026,126722.9,943.09,1.091831683,13.2044802,2
14,-1.574333333,139066.58,1127.8,2.31826484,14.39785388,1
15,0.237888889,151489.05,1207.41,3.256808511,15.44740426,2
