index,yield,radiation,rain,avg_min_temp,avg_max_temp,class
1,1.696315789,119088.87,770.43,2.766718346,15.54416021,1
2,1.533684211,134620.45,907.92,3.724509346,16.48799065,1
3,0.806842105,146151.1,924.63,4.49754386,17.34763158,0
4,1.790740741,134988.47,586.86,1.722572115,15.74992788,1
5,1.337037037,148939.3,648.64,2.477483296,16.50721604,1
6,0.871111111,164310.96,706.54,3.235594262,17.35893443,0
7,2.475,239849.93,1192.41,1.723591088,15.44668414,2
8,1.222,251430.87,1312.61,2.177777778,15.88532828,1
9,1.1,275678.28,1452.55,3.20396028,16.94718458,1
10,2.6965,357756.5,1845.79,1.246042216,15.023219,2
11,1.5475,369445.72,1888.13,1.502534364,15.29762887,1
12,1.203,382738.95,2015.18,1.933208333,15.74051667,1
13,2.63,351467.16,2068.82,0.281737589,13.3341578,2
14,3.333333333,363131.14,2282.19,0.629956897,13.65096552,2
15,1.661111111,375466.6,2402.95,1.029689337,14.05821159,1
16,2.604,126722.9,943.09,1.091831683,13.2044802,2
17,1.759,139066.58,1127.8,2.31826484,14.39785388,1
18,1.899,151489.05,1207.41,3.256808511,15.44740426,2
