,yield,radiation,rain,avg_max_temp,avg_min_temp,class
3,0.109833333,285825.46,2634.73,17.79072497,6.606260069,0
6,-0.553,383493.75,3817.77,16.93473552,5.859210747,0
7,-0.142,400987.9,3982.19,17.34995157,6.248983051,0
11,-0.286923077,120950.35,1272.58,18.39823684,6.756973684,0
15,0.373076923,236439.38,2431.7,17.13734312,5.891001335,0
18,-0.455769231,339554.69,3603.04,16.04993482,4.796666667,0
19,-0.363076923,354549.19,3726.33,16.44598743,5.185969479,0
23,0.381538462,158054.33,1723.07,17.64121593,6.775786164,0
27,-0.056923077,382323.67,4290.11,17.58241922,6.542079536,0
0,0.5123061420841393,268711.1962702692,5017.291366945483,16.689751778638435,4.979623557274281,0
1,0.2317051494724489,267215.54161579243,3847.311813813543,16.073288069877762,6.522730268813172,0
2,-0.15414908661915905,318434.53344686213,5017.149847315448,18.23251709124392,5.6194843642011065,0
3,-0.513266049837645,409279.55953141523,2239.067122421235,15.845084746489787,5.648369261519801,0
4,0.280923122337867,425273.3073578521,4515.23714970497,17.78020519131285,7.311296780645619,0
5,-0.625589547865995,389754.6058540243,4082.2727837477205,18.657949477563477,5.1181086961786395,0
6,-0.1890276733532854,200370.82088931155,3314.315182691355,18.46899712316486,6.378125967438136,0
7,0.0018870173179736938,407200.2505171638,2506.99535452891,16.36381227848447,7.059985333242769,0
0,-0.609,244241.54,2239.92,16.24311927,5.165557012,1
1,0.438333333,255616.65,2365.86,16.68960908,5.618764187,1
2,-0.0405,269016.87,2574.02,17.21613059,6.122321644,1
4,-0.502,361996.1,3569.09,16.34720705,5.291709251,1
5,-0.697,372266.78,3715.69,16.59960447,5.548177128,1
9,0.678384615,93811.12,1087.45,15.80587097,4.524516129,1
10,0.403461538,106233.46,1211.66,17.28763848,5.868542274,1
13,-0.206153846,208057.01,2160.44,16.0279049,4.766359584,1
14,-0.238461538,220025.4,2382.58,16.57200565,5.382951977,1
16,-0.561153846,315050.09,3307.53,15.37908821,4.124489594,1
17,-0.112692308,327376.19,3477.61,15.75848514,4.505417066,1
22,0.576538462,142409.32,1643.08,16.77338673,6.006727689,1
24,-1.312307692,271314.29,2850.26,17.64296912,6.592339667,1
25,-0.645384615,354227.26,3958.13,17.01488085,5.97701677,1
26,-0.103846154,366093.1,4164.68,17.30103093,6.265661512,1
30,0.297622378,147523.87,1973.19,17.57234466,6.531872411,1
31,0.412307692,161391.74,2137.18,18.68375502,7.770301205,1
0,-1.083362895685545,316626.5062997933,4289.701518000391,15.812698948081072,6.286287018805389,1
1,-0.11411954075041142,205776.3185998268,1314.4576784831982,16.107728054180196,6.0425020390746145,1
2,0.779570096617024,283235.53230759414,1338.5006147133217,17.59865864572846,6.760186293892472,1
3,-0.4509745360024564,340816.20666389004,3048.761990437364,17.01439073968185,5.355620680780846,1
4,-1.1439298598506906,197348.18316154525,2345.3771139689416,15.36902338169602,6.739187799766389,1
5,0.20829965181727372,121681.24408205815,1279.8245668630684,15.427382923608985,4.170296151359214,1
6,-0.7412077310893589,337973.79269859777,4183.471305688105,17.284366472646585,5.634562866085842,1
7,0.5005880640040759,305884.0168438663,2910.2330288314297,16.557059405697974,4.626414067095166,1
8,-0.30906202117997505,85179.83463306048,2159.3464870030357,17.688107093632986,4.691233111907321,1
9,-0.9536060903100221,434245.88397756184,3052.1873545260787,16.151136959382875,6.889767825807366,1
10,-0.027679560521277624,276062.4352981555,2020.3202015139198,16.75468082035623,4.968366997021041,1
11,-0.3480582640940979,135898.99811433427,4225.099894530853,17.014598608827217,5.48571042029876,1
12,-0.8191920187301113,204477.93259972255,1406.4700066953174,15.719387682894169,5.449537814795304,1
13,-1.143167998095447,160887.3148204644,1186.568361927654,18.291181070960487,6.426198299414079,1
14,0.5395370702836886,198692.00005662048,2888.1507548728905,18.086332098527794,5.916458571506562,1
15,0.4783623142002087,66136.22378337522,2957.10560202982,15.53267603210768,4.0562381717908975,1
8,1.123384615,79771.91,996.35,14.35050725,3.253768116,2
12,-0.122307692,198074.42,2043.17,15.62190108,4.370772798,2
20,0.768076923,119766.11,1173.67,15.16181818,4.267780749,2
21,0.705,131581.31,1480.1,16.0697066,5.274889976,2
28,1.425944056,125698.49,1697.43,16.425175,5.4538,2
29,0.785664336,136413.72,1886.48,17.20809745,6.284060325,2
0,0.8434979541744323,105950.96978493009,1504.7895246907353,16.78717267396611,4.868435364215268,2
1,1.561216225029075,167843.42590523773,2207.628377525766,15.668130408906805,6.524591037211329,2
2,1.2699638388957766,193309.00202213746,1827.8529966932556,17.026449744956253,4.16165564145413,2
3,0.44959131668154784,167578.3633135802,1972.5738336258355,16.16117250950663,3.9003547199967965,2
4,0.21901556044982518,66634.48300068307,940.1675331424768,16.16820229530835,3.392967610034865,2
5,1.4800712638410656,132034.5988567131,1976.5743892231844,16.38731415737857,4.326713745934717,2
