,yield,radiation,rain,avg_max_temp,avg_min_temp,class
3,0.109833333,285825.46,2634.73,17.79072497,6.606260069,0
6,-0.553,383493.75,3817.77,16.93473552,5.859210747,0
7,-0.142,400987.9,3982.19,17.34995157,6.248983051,0
11,-0.286923077,120950.35,1272.58,18.39823684,6.756973684,0
15,0.373076923,236439.38,2431.7,17.13734312,5.891001335,0
18,-0.455769231,339554.69,3603.04,16.04993482,4.796666667,0
19,-0.363076923,354549.19,3726.33,16.44598743,5.185969479,0
23,0.381538462,158054.33,1723.07,17.64121593,6.775786164,0
27,-0.056923077,382323.67,4290.11,17.58241922,6.542079536,0
0,-0.24736671585775472,314784.1324005404,2550.424013601044,17.35057982718795,5.869246647671931,0
1,-0.029541412916529952,307831.1183683862,3029.1365678042866,17.504846704611232,6.260862097885668,0
2,-0.005963635140102896,318856.60360845155,2927.283825610727,17.413490292361608,6.411127016779744,0
3,-0.01364791996168907,339661.9271374148,3563.881457898825,16.927845374722164,6.133529508983273,0
4,-0.24466362369817443,257539.4509585953,3167.769057709112,17.23957831614827,5.978856412599912,0
5,-0.24772773131255132,270284.6783848274,3188.249159029107,16.946949099928204,6.025004760927943,0
6,-0.020883679465788063,285541.2899958275,3159.2805330770943,17.162949419747843,6.2923932339893325,0
7,0.007334891119939624,345312.2624984443,3203.610139231586,17.080891043524506,5.9169218846222655,0
8,-0.04458316547580321,322634.3585842981,3015.5258930915775,17.559898965549852,6.182002716102772,0
9,-0.21147580872963184,267756.96655426896,2753.195071175858,17.13902157322734,5.92628201068755,0
10,-0.15862859477108782,298773.44667017634,3436.33550939099,17.12436674791753,6.030307100206237,0
11,-0.14013860774357534,308957.87359104113,2731.593130939346,17.546096076695886,6.12517442067559,0
12,-0.012418238042228857,272347.2500671267,3207.70912125384,17.1804914044557,6.028862108397567,0
13,0.03653613628705615,329279.34730927256,3168.873607799895,17.02756211558697,6.0012248846470335,0
14,-0.22540238302285864,277483.8123228823,2767.4598505778144,17.202978951242926,6.064966135240179,0
15,-0.0577223187054538,260654.58860847616,2840.141386090874,17.601508825928484,6.0801770126113235,0
16,-0.18845682715639228,253299.4308877499,2542.6687599133893,17.089794968138694,6.094848114640794,0
17,-0.033982552867094784,322572.28688948916,2760.350460648643,16.921966166807614,5.901966481294807,0
18,-0.030967571031971675,335273.3439353343,2970.7761533093376,17.33399700902532,6.361881813065046,0
19,-0.16117157055580505,323176.40156883834,3316.0078430839644,17.102016465083643,5.760081931070377,0
20,-0.015226474060172357,292064.86185257393,2891.889282448409,16.925298895580486,6.1421746548629,0
21,0.03642203570918934,278300.9375021845,3385.359672424729,17.2633057763769,5.863082015680014,0
22,-0.03933565099581743,275622.15229083935,3580.0505629865,16.91771020978071,5.772009917151634,0
23,-0.266455917674939,292615.9699183438,2742.212821931072,17.579686396842757,5.953900083267685,0
24,0.0590410326607404,255616.6548155746,3342.2125627232326,17.483205612512005,6.192578119010778,0
25,0.009500699840201854,293298.236664002,3286.64099016046,17.45925557831563,5.90416616541094,0
26,-0.26664201924868486,308490.3196667272,2664.3807001831683,16.99789246292916,6.240611258491432,0
27,-0.1261274581604723,284580.8623180081,3369.6613250448263,17.509016583011192,5.7495767984742265,0
0,-0.609,244241.54,2239.92,16.24311927,5.165557012,1
1,0.438333333,255616.65,2365.86,16.68960908,5.618764187,1
2,-0.0405,269016.87,2574.02,17.21613059,6.122321644,1
4,-0.502,361996.1,3569.09,16.34720705,5.291709251,1
5,-0.697,372266.78,3715.69,16.59960447,5.548177128,1
9,0.678384615,93811.12,1087.45,15.80587097,4.524516129,1
10,0.403461538,106233.46,1211.66,17.28763848,5.868542274,1
