,yield,radiation,rain,avg_max_temp,avg_min_temp,class
2,-0.727272727,259801.52,2627.47,17.95650964,6.807773019,0
3,0.073636364,273619.11,2756.71,18.14455594,6.818754325,0
15,-0.506,279780.39,2534.37,16.39226697,5.179332566,0
19,0.036,398400.57,3469.17,16.91188845,5.5192749,0
0,-0.19778234890072466,284012.22198554943,2940.840447213922,17.25664196967087,5.900541579629604,0
1,-0.23142057691430498,281318.12962387607,2723.3306756549014,17.7176708793567,6.100663532822219,0
2,-0.26195422269676366,290780.4184183178,2960.69438034952,17.401614894834914,6.006563163013688,0
3,-0.12203358850692514,318458.4080528675,2856.8324286959155,17.616114610398895,5.785281480911377,0
4,-0.3311357951447692,276170.8934432154,2819.10481095235,17.49671728404528,5.799790665604075,0
5,-0.15145590266372144,287030.97093020246,2748.579947171368,17.365278608179928,6.503510075566162,0
6,-0.35272759231598294,320552.90899520897,2981.033691612146,17.4680893204041,5.78953406789175,0
7,-0.2720010843677757,303242.17010749184,3048.768764964828,17.59808998864399,5.952539325244461,0
8,-0.17159346657421454,278513.2015330975,2982.8898293920693,17.153062139802607,6.144939805972885,0
9,-0.08237450341292057,282490.4276879015,2861.7262839470704,17.15952340382951,6.456027254597325,0
10,-0.12895344194716468,300357.85409028176,2923.140044327487,17.666206092770036,6.235440772538705,0
11,-0.4539408889105156,272823.37649792427,2779.952844291061,17.53194863130712,5.6552197056567755,0
12,-0.4135992026034276,296145.61509960744,2855.378258573192,17.707313129480905,6.133215265040006,0
13,-0.2340468789539862,330922.6738695308,2804.107567690557,17.221855425347467,6.4081808218566625,0
1,0.066363636,247409.88,2548.6,17.1282936,5.983312422,1
5,0.149090909,358088.32,3598.84,16.77893562,5.649347639,1
6,0.638181818,371244.15,3780.14,17.08483764,5.976935887,1
7,0.19,384907.74,3832.34,17.36054207,6.210857605,1
10,0.038272727,156602.97,1542.63,17.02663883,5.71302714,1
11,0.149818182,165651.16,1614.6,17.5355754,6.197003968,1
13,-0.383,250673.04,2332.16,15.3531195,4.242540881,1
