,Total Accumulated Radiation,Total Accumulated Rain,Annual Avg Max Temp,Annual Avg Min Temp,Class
2,1083330.58,5420.95,15.80458819,3.016331711,0
5,1083330.58,5420.95,15.80458819,3.016331711,0
10,1026752.66,7223.81,16.40337541,3.943957246,0
16,500521.2,2702.11,14.19299598,0.568419365,0
24,1026752.66,7223.81,16.40337541,3.943957246,0
29,1026752.66,7223.81,16.40337541,3.943957246,0
39,720619.2,4209.58,12.27685794,0.249995175,0
44,1026752.66,7223.81,16.40337541,3.943957246,0
50,1083330.58,5420.95,15.80458819,3.016331711,0
60,1026752.66,7223.81,16.40337541,3.943957246,0
66,720619.2,4209.58,12.27685794,0.249995175,0
73,415687.5,2699.04,12.77145179,0.622666854,0
78,500521.2,2702.11,14.19299598,0.568419365,0
85,767813.57,4520.92,13.20238505,1.201610025,0
86,720619.2,4209.58,12.27685794,0.249995175,0
98,1083330.58,5420.95,15.80458819,3.016331711,0
100,443157.71,2209.6,15.52055799,2.96085018,0
102,1105412.81,5665.98,13.5460645,1.439452116,0
105,1105412.81,5665.98,13.5460645,1.439452116,0
113,1491423.95,9273.53,16.21538159,3.591394938,0
114,580373.55,2899.39,15.92845371,3.310964275,0
121,508314.5,2589.89,15.48000585,1.527801999,0
124,1491423.95,9273.53,16.21538159,3.591394938,0
125,580373.55,2899.39,15.92845371,3.310964275,0
134,746081.7,5039.01,12.15662455,0.659758311,0
135,1076901.18,7350.07,11.65794382,0.29421894,0
137,1491423.95,9273.53,16.21538159,3.591394938,0
138,580373.55,2899.39,15.92845371,3.310964275,0
140,1491423.95,9273.53,16.21538159,3.591394938,0
141,580373.55,2899.39,15.92845371,3.310964275,0
142,443157.71,2209.6,15.52055799,2.96085018,0
144,1105412.81,5665.98,13.5460645,1.439452116,0
150,1083330.58,5420.95,15.80458819,3.016331711,0
155,1491423.95,9273.53,16.21538159,3.591394938,0
156,580373.55,2899.39,15.92845371,3.310964275,0
158,1491423.95,9273.53,16.21538159,3.591394938,0
159,567693.2,2854.01,15.73769708,3.128596379,0
162,1491423.95,9273.53,16.21538159,3.591394938,0
163,580373.55,2899.39,15.92845371,3.310964275,0
177,1491423.95,9273.53,16.21538159,3.591394938,0
178,580373.55,2899.39,15.92845371,3.310964275,0
181,1491423.95,9273.53,16.21538159,3.591394938,0
182,580373.55,2899.39,15.92845371,3.310964275,0
184,1491423.95,9273.53,16.21538159,3.591394938,0
185,580373.55,2899.39,15.92845371,3.310964275,0
188,1491423.95,9273.53,16.21538159,3.591394938,0
189,580373.55,2899.39,15.92845371,3.310964275,0
191,1491423.95,9273.53,16.21538159,3.591394938,0
192,580373.55,2899.39,15.92845371,3.310964275,0
197,771361.25,4767.2,15.60503631,2.880187558,0
200,771361.25,4767.2,15.60503631,2.880187558,0
203,771361.25,4767.2,15.60503631,2.880187558,0
208,771361.25,4767.2,15.60503631,2.880187558,0
211,771361.25,4767.2,15.60503631,2.880187558,0
214,771361.25,4767.2,15.60503631,2.880187558,0
218,448238.73,1942.04,16.53869278,2.478549891,0
227,487735.95,2549.88,16.17815293,2.551234811,0
229,487735.95,2549.88,16.17815293,2.551234811,0
231,487735.95,2549.88,16.17815293,2.551234811,0
233,487735.95,2549.88,16.17815293,2.551234811,0
237,1491423.95,9273.53,16.21538159,3.591394938,0
238,580373.55,2899.39,15.92845371,3.310964275,0
240,1105412.81,5665.98,13.5460645,1.439452116,0
245,1105412.81,5665.98,13.5460645,1.439452116,0
247,443157.71,2209.6,15.52055799,2.96085018,0
249,1491423.95,9273.53,16.21538159,3.591394938,0
250,580373.55,2899.39,15.92845371,3.310964275,0
252,1491423.95,9273.53,16.21538159,3.591394938,0
253,487735.95,2549.88,16.17815293,2.551234811,0
254,580373.55,2899.39,15.92845371,3.310964275,0
256,724654.24,3683.34,15.11746058,1.776274836,0
258,1491423.95,9273.53,16.21538159,3.591394938,0
259,580373.55,2899.39,15.92845371,3.310964275,0
261,720619.2,4209.58,12.27685794,0.249995175,0
263,720619.2,4209.58,12.27685794,0.249995175,0
268,746081.7,5039.01,12.15662455,0.659758311,0
270,1076901.18,7350.07,11.65794382,0.29421894,0
273,1026752.66,7223.81,16.40337541,3.943957246,0
277,1083330.58,5420.95,15.80458819,3.016331711,0
279,1491423.95,9273.53,16.21538159,3.591394938,0
280,580373.55,2899.39,15.92845371,3.310964275,0
281,443157.71,2209.6,15.52055799,2.96085018,0
283,1105412.81,5665.98,13.5460645,1.439452116,0
290,1083330.58,5420.95,15.80458819,3.016331711,0
293,419077.34,2064.15,14.95657328,2.88299789,0
294,486945.56,2462.21,13.38907371,1.420974834,0
296,448238.73,1942.04,16.53869278,2.478549891,0
297,508314.5,2589.89,15.48000585,1.527801999,0
300,1105412.81,5665.98,13.5460645,1.439452116,0
303,1105412.81,5665.98,13.5460645,1.439452116,0
304,399860.42,2602.98,16.45992748,3.662923851,0
305,487735.95,2549.88,16.17815293,2.551234811,0
309,419077.34,2064.15,14.95657328,2.88299789,0
311,486945.56,2462.21,13.38907371,1.420974834,0
319,500521.2,2702.11,14.19299598,0.568419365,0
328,1026752.66,7223.81,16.40337541,3.943957246,0
331,500521.2,2702.11,14.19299598,0.568419365,0
337,1083330.58,5420.95,15.80458819,3.016331711,0
341,1491423.95,9273.53,16.21538159,3.591394938,0
342,487735.95,2549.88,16.17815293,2.551234811,0
343,580373.55,2899.39,15.92845371,3.310964275,0
347,1491423.95,9273.53,16.21538159,3.591394938,0
348,580373.55,2899.39,15.92845371,3.310964275,0
352,771361.25,4767.2,15.60503631,2.880187558,0
353,1105412.81,5665.98,13.5460645,1.439452116,0
355,746081.7,5039.01,12.15662455,0.659758311,0
356,1076901.18,7350.07,11.65794382,0.29421894,0
367,720619.2,4209.58,12.27685794,0.249995175,0
372,739087.28,4458.14,13.99293568,2.288574538,0
373,1448202.96,8956.75,13.66144478,1.91720147,0
379,1105412.81,5665.98,13.5460645,1.439452116,0
381,448238.73,1942.04,16.53869278,2.478549891,0
384,1083330.58,5420.95,15.80458819,3.016331711,0
386,487735.95,2549.88,16.17815293,2.551234811,0
390,419077.34,2064.15,14.95657328,2.88299789,0
392,486945.56,2462.21,13.38907371,1.420974834,0
396,487735.95,2549.88,16.17815293,2.551234811,0
400,419077.34,2064.15,14.95657328,2.88299789,0
402,486945.56,2462.21,13.38907371,1.420974834,0
408,1083330.58,5420.95,15.80458819,3.016331711,0
409,419077.34,2064.15,14.95657328,2.88299789,0
417,1448202.96,8956.75,13.66144478,1.91720147,0
421,1083330.58,5420.95,15.80458819,3.016331711,0
428,1491423.95,9273.53,16.21538159,3.591394938,0
429,580373.55,2899.39,15.92845371,3.310964275,0
431,1026752.66,7223.81,16.40337541,3.943957246,0
435,1083330.58,5420.95,15.80458819,3.016331711,0
442,500521.2,2702.11,14.19299598,0.568419365,0
444,443157.71,2209.6,15.52055799,2.96085018,0
447,771361.25,4767.2,15.60503631,2.880187558,0
448,1105412.81,5665.98,13.5460645,1.439452116,0
455,746081.7,5039.01,12.15662455,0.659758311,0
457,1076901.18,7350.07,11.65794382,0.29421894,0
458,443157.71,2209.6,15.52055799,2.96085018,0
460,1105412.81,5665.98,13.5460645,1.439452116,0
461,419077.34,2064.15,14.95657328,2.88299789,0
462,486945.56,2462.21,13.38907371,1.420974834,0
467,1026752.66,7223.81,16.40337541,3.943957246,0
470,771361.25,4767.2,15.60503631,2.880187558,0
471,419077.34,2064.15,14.95657328,2.88299789,0
473,486945.56,2462.21,13.38907371,1.420974834,0
478,1026752.66,7223.81,16.40337541,3.943957246,0
481,720619.2,4209.58,12.27685794,0.249995175,0
483,419077.34,2064.15,14.95657328,2.88299789,0
484,486945.56,2462.21,13.38907371,1.420974834,0
494,448238.73,1942.04,16.53869278,2.478549891,0
495,508314.5,2589.89,15.48000585,1.527801999,0
497,720619.2,4209.58,12.27685794,0.249995175,0
504,1083330.58,5420.95,15.80458819,3.016331711,0
518,746081.7,5039.01,12.15662455,0.659758311,0
521,1076901.18,7350.07,11.65794382,0.29421894,0
527,1491423.95,9273.53,16.21538159,3.591394938,0
528,580373.55,2899.39,15.92845371,3.310964275,0
529,1491423.95,9273.53,16.21538159,3.591394938,0
530,580373.55,2899.39,15.92845371,3.310964275,0
532,771361.25,4767.2,15.60503631,2.880187558,0
534,487735.95,2549.88,16.17815293,2.551234811,0
539,771361.25,4767.2,15.60503631,2.880187558,0
544,1491423.95,9273.53,16.21538159,3.591394938,0
545,580373.55,2899.39,15.92845371,3.310964275,0
